"item","BA S/E DON GOYO 220KV BP2","BA S/E NUEVA PAN DE AZUCAR 220KV BPA","addValue"
"2023-07-05 21","88.70","90.33",""
"2023-07-05 22","88.69","90.31",""
"2023-07-05 23","81.14","82.62",""
"2023-07-05 24","81.14","82.62",""
"2023-07-06 01","76.31","77.06",""
"2023-07-06 02","65.50","66.14",""
"2023-07-06 03","64.67","65.30",""
"2023-07-06 04","64.67","65.30",""
"2023-07-06 05","65.71","66.35",""
"2023-07-06 06","67.78","68.44",""
"2023-07-06 07","67.78","68.44",""
"2023-07-06 08","61.09","61.69",""
"2023-07-06 09","0.00","0.00",""
"2023-07-06 10","0.00","0.00",""
"2023-07-06 11","47.51","48.24",""
"2023-07-06 12","39.88","40.49",""
"2023-07-06 13","0.00","0.00",""
"2023-07-06 14","0.00","0.00",""
"2023-07-06 15","0.00","0.00",""
"2023-07-06 16","0.00","0.00",""
"2023-07-06 17","63.22","64.20",""
"2023-07-06 18","124.63","126.56",""
"2023-07-06 19","136.45","137.99",""
"2023-07-06 20","136.45","137.99",""
"2023-07-06 21","112.26","113.53",""
"2023-07-06 22","112.26","113.53",""
"2023-07-06 23","117.28","118.61",""
"2023-07-06 24","116.89","118.21",""
"2023-07-07 01","92.51","92.76",""
"2023-07-07 02","77.52","77.73",""
"2023-07-07 03","66.95","67.13",""
"2023-07-07 04","65.37","65.55",""
"2023-07-07 05","74.53","74.73",""
"2023-07-07 06","76.50","76.71",""
"2023-07-07 07","81.37","81.59",""
"2023-07-07 08","94.52","94.78",""
"2023-07-07 09","49.66","50.10",""
"2023-07-07 10","19.15","19.32",""
"2023-07-07 11","64.50","65.08",""
"2023-07-07 12","71.61","72.25",""
"2023-07-07 13","68.99","69.61",""
"2023-07-07 14","55.74","56.24",""
"2023-07-07 15","55.74","56.24",""
"2023-07-07 16","54.39","54.87",""
"2023-07-07 17","73.08","73.73",""
"2023-07-07 18","152.94","154.30",""
"2023-07-07 19","137.29","137.98",""
"2023-07-07 20","90.25","90.70",""
"2023-07-07 21","90.25","90.70",""
"2023-07-07 22","90.25","90.70",""
"2023-07-07 23","91.73","92.19",""
"2023-07-07 24","86.46","86.89",""
"2023-07-08 01","75.81","75.79",""
"2023-07-08 02","72.14","72.12",""
"2023-07-08 03","66.76","66.74",""
"2023-07-08 04","69.23","69.21",""
"2023-07-08 05","72.36","72.34",""
"2023-07-08 06","72.36","72.34",""
"2023-07-08 07","72.36","72.34",""
"2023-07-08 08","66.76","66.74",""
"2023-07-08 09","0.00","0.00",""
"2023-07-08 10","0.00","0.00",""
"2023-07-08 11","0.00","0.00",""
"2023-07-08 12","0.00","0.00",""
"2023-07-08 13","0.00","0.00",""
"2023-07-08 14","0.00","0.00",""
"2023-07-08 15","0.00","0.00",""
"2023-07-08 16","0.00","0.00",""
"2023-07-08 17","0.00","0.00",""
"2023-07-08 18","79.41","80.01",""
"2023-07-08 19","112.30","113.21",""
"2023-07-08 20","84.77","85.45",""
"2023-07-08 21","84.36","85.04",""
"2023-07-08 22","84.36","85.04",""
"2023-07-08 23","82.94","83.61",""
"2023-07-08 24","82.66","83.33",""
"2023-07-09 01","83.01","83.65",""
"2023-07-09 02","74.88","75.45",""
"2023-07-09 03","66.81","67.32",""
"2023-07-09 04","59.65","60.11",""
"2023-07-09 05","60.18","60.65",""
"2023-07-09 06","66.05","66.55",""
"2023-07-09 07","65.28","65.78",""
"2023-07-09 08","61.82","62.29",""
"2023-07-09 09","0.00","0.00",""
"2023-07-09 10","0.00","0.00",""
"2023-07-09 11","0.00","0.00",""
"2023-07-09 12","0.00","0.00",""
"2023-07-09 13","0.00","0.00",""
"2023-07-09 14","0.00","0.00",""
"2023-07-09 15","0.00","0.00",""
"2023-07-09 16","0.00","0.00",""
"2023-07-09 17","0.00","0.00",""
"2023-07-09 18","60.11","61.37",""
"2023-07-09 19","137.15","138.84",""
"2023-07-09 20","93.02","94.17",""
"2023-07-09 21","92.12","93.26",""
"2023-07-09 22","97.59","98.79",""
"2023-07-09 23","94.02","95.17",""
"2023-07-09 24","91.40","92.52",""
"2023-07-10 01","73.75","73.79",""
"2023-07-10 02","68.20","68.24",""
"2023-07-10 03","68.20","68.24",""
"2023-07-10 04","66.64","66.68",""
"2023-07-10 05","66.12","66.16",""
"2023-07-10 06","72.63","72.66",""
"2023-07-10 07","76.96","77.00",""
"2023-07-10 08","75.00","75.03",""
"2023-07-10 09","40.97","41.36",""
"2023-07-10 10","0.00","0.00",""
"2023-07-10 11","0.00","0.00",""
"2023-07-10 12","0.00","0.00",""
"2023-07-10 13","0.00","0.00",""
"2023-07-10 14","0.00","0.00",""
"2023-07-10 15","0.00","0.00",""
"2023-07-10 16","0.00","0.00",""
"2023-07-10 17","50.17","50.64",""
"2023-07-10 18","76.17","76.89",""
"2023-07-10 19","86.51","86.64",""
"2023-07-10 20","76.90","77.01",""
"2023-07-10 21","95.87","96.01",""
"2023-07-10 22","76.85","76.96",""
"2023-07-10 23","89.96","90.10",""
"2023-07-10 24","95.87","96.01",""
"2023-07-11 01","79.32","79.65",""
"2023-07-11 02","74.98","75.29",""
"2023-07-11 03","64.94","65.21",""
"2023-07-11 04","64.94","65.21",""
"2023-07-11 05","66.67","66.94",""
"2023-07-11 06","66.29","66.55",""
"2023-07-11 07","70.05","70.33",""
"2023-07-11 08","74.80","75.10",""
"2023-07-11 09","70.17","71.20",""
"2023-07-11 10","27.84","28.25",""
"2023-07-11 11","0.00","0.00",""
"2023-07-11 12","0.00","0.00",""
"2023-07-11 13","0.00","0.00",""
"2023-07-11 14","0.00","0.00",""
"2023-07-11 15","0.00","0.00",""
"2023-07-11 16","0.00","0.00",""
"2023-07-11 17","41.95","42.56",""
"2023-07-11 18","84.26","85.50",""
"2023-07-11 19","80.85","81.85",""
"2023-07-11 20","77.44","78.39",""
"2023-07-11 21","78.51","79.47",""
"2023-07-11 22","83.21","84.23",""
"2023-07-11 23","77.66","78.61",""
"2023-07-11 24","77.66","78.61",""
"2023-07-12 01","75.60","76.38",""
"2023-07-12 02","63.34","63.99",""
"2023-07-12 03","59.90","60.51",""
"2023-07-12 04","65.35","66.02",""
"2023-07-12 05","67.27","67.97",""
"2023-07-12 06","72.68","73.42",""
"2023-07-12 07","73.83","74.59",""
"2023-07-12 08","75.57","76.35",""
"2023-07-12 09","52.16","52.59",""
"2023-07-12 10","4.39","4.43",""
"2023-07-12 11","55.49","55.95",""
"2023-07-12 12","42.53","42.89",""
"2023-07-12 13","34.57","34.86",""
"2023-07-12 14","34.57","34.86",""
"2023-07-12 15","34.57","34.86",""
"2023-07-12 16","20.17","20.34",""
"2023-07-12 17","6.56","6.62",""
"2023-07-12 18","72.24","72.84",""
"2023-07-12 19","88.22","89.80",""
"2023-07-12 20","77.97","79.37",""
"2023-07-12 21","77.21","78.59",""
"2023-07-12 22","77.21","78.59",""
"2023-07-12 23","77.22","78.60",""
"2023-07-12 24","77.38","78.76",""
"2023-07-13 01","72.16","73.47",""
"2023-07-13 02","73.92","75.26",""
"2023-07-13 03","70.91","72.21",""
"2023-07-13 04","63.96","65.13",""
"2023-07-13 05","73.83","75.17",""
"2023-07-13 06","73.83","75.17",""
"2023-07-13 07","73.95","75.29",""
"2023-07-13 08","75.83","77.21",""
"2023-07-13 09","36.68","37.62",""
"2023-07-13 10","0.00","0.00",""
"2023-07-13 11","0.00","0.00",""
"2023-07-13 12","0.00","0.00",""
"2023-07-13 13","0.00","0.00",""
"2023-07-13 14","0.00","0.00",""
"2023-07-13 15","0.00","0.00",""
"2023-07-13 16","0.00","0.00",""
"2023-07-13 17","7.00","7.18",""
"2023-07-13 18","72.68","74.55",""
"2023-07-13 19","77.15","78.98",""
"2023-07-13 20","77.15","78.98",""
"2023-07-13 21","77.15","78.98",""
"2023-07-13 22","77.15","78.98",""
"2023-07-13 23","77.15","78.98",""
"2023-07-13 24","76.26","78.07",""
"2023-07-14 01","72.07","73.79",""
"2023-07-14 02","68.30","69.93",""
"2023-07-14 03","64.52","66.06",""
"2023-07-14 04","64.52","66.06",""
"2023-07-14 05","66.41","67.99",""
"2023-07-14 06","72.06","73.78",""
"2023-07-14 07","72.06","73.78",""
"2023-07-14 08","70.43","72.11",""
"2023-07-14 09","38.55","39.63",""
"2023-07-14 10","37.00","38.04",""
"2023-07-14 11","60.53","62.23",""
"2023-07-14 12","67.59","69.48",""
"2023-07-14 13","65.52","67.36",""
"2023-07-14 14","60.50","62.19",""
"2023-07-14 15","58.71","60.36",""
"2023-07-14 16","22.36","22.98",""
"2023-07-14 17","51.70","53.15",""
"2023-07-14 18","154.94","159.29",""
"2023-07-14 19","109.52","112.32",""
"2023-07-14 20","89.87","92.17",""
"2023-07-14 21","87.66","89.90",""
"2023-07-14 22","83.74","85.88",""
"2023-07-14 23","83.74","85.88",""
"2023-07-14 24","101.68","104.27",""
"2023-07-15 01","84.00","85.32",""
"2023-07-15 02","78.02","79.25",""
"2023-07-15 03","74.67","75.84",""
"2023-07-15 04","74.65","75.82",""
"2023-07-15 05","74.65","75.82",""
"2023-07-15 06","74.65","75.82",""
"2023-07-15 07","74.65","75.82",""
"2023-07-15 08","72.22","73.35",""
"2023-07-15 09","52.34","53.43",""
"2023-07-15 10","35.05","35.78",""
"2023-07-15 11","35.05","35.78",""
"2023-07-15 12","35.05","35.78",""
"2023-07-15 13","35.05","35.78",""
"2023-07-15 14","35.05","35.78",""
"2023-07-15 15","22.20","22.66",""
"2023-07-15 16","0.00","0.00",""
"2023-07-15 17","13.44","13.72",""
"2023-07-15 18","86.13","87.92",""
"2023-07-15 19","116.54","118.50",""
"2023-07-15 20","119.27","121.28",""
"2023-07-15 21","105.76","107.54",""
"2023-07-15 22","111.46","113.34",""
"2023-07-15 23","91.52","93.06",""
"2023-07-15 24","81.17","82.53",""
"2023-07-16 01","76.69","77.32",""
"2023-07-16 02","72.53","73.12",""
"2023-07-16 03","68.20","68.75",""
"2023-07-16 04","68.56","69.12",""
"2023-07-16 05","65.53","66.06",""
"2023-07-16 06","65.82","66.36",""
"2023-07-16 07","65.97","66.51",""
"2023-07-16 08","64.24","64.76",""
"2023-07-16 09","24.22","24.48",""
"2023-07-16 10","0.00","0.00",""
"2023-07-16 11","0.00","0.00",""
"2023-07-16 12","0.00","0.00",""
"2023-07-16 13","0.00","0.00",""
"2023-07-16 14","0.00","0.00",""
"2023-07-16 15","0.00","0.00",""
"2023-07-16 16","0.00","0.00",""
"2023-07-16 17","0.00","0.00",""
"2023-07-16 18","43.86","44.34",""
"2023-07-16 19","81.26","81.63",""
"2023-07-16 20","84.13","84.52",""
"2023-07-16 21","100.25","100.71",""
"2023-07-16 22","113.44","113.96",""
"2023-07-16 23","88.05","88.45",""
"2023-07-16 24","78.06","78.42",""
"2023-07-17 01","77.53","77.55",""
"2023-07-17 02","73.53","73.55",""
"2023-07-17 03","73.53","73.55",""
"2023-07-17 04","73.53","73.55",""
"2023-07-17 05","73.53","73.55",""
"2023-07-17 06","76.03","76.05",""
"2023-07-17 07","84.28","84.31",""
"2023-07-17 08","118.86","118.90",""
"2023-07-17 09","72.04","72.68",""
"2023-07-17 10","65.68","66.27",""
"2023-07-17 11","61.81","62.36",""
"2023-07-17 12","70.33","70.96",""
"2023-07-17 13","70.71","71.34",""
"2023-07-17 14","49.39","49.83",""
"2023-07-17 15","0.00","0.00",""
"2023-07-17 16","0.00","0.00",""
"2023-07-17 17","7.59","7.66",""
"2023-07-17 18","102.38","103.31",""
"2023-07-17 19","114.09","114.92",""
"2023-07-17 20","116.17","117.01",""
"2023-07-17 21","116.17","117.01",""
"2023-07-17 22","115.37","116.21",""
"2023-07-17 23","112.97","113.79",""
"2023-07-17 24","98.36","99.07",""
"2023-07-18 01","76.85","77.29",""
"2023-07-18 02","68.45","68.85",""
"2023-07-18 03","75.96","76.41",""
"2023-07-18 04","75.56","76.00",""
"2023-07-18 05","74.64","75.08",""
"2023-07-18 06","77.10","77.55",""
"2023-07-18 07","82.02","82.50",""
"2023-07-18 08","83.67","84.17",""
"2023-07-18 09","51.13","51.71",""
"2023-07-18 10","0.00","0.00",""
"2023-07-18 11","69.28","70.05",""
"2023-07-18 12","68.82","69.59",""
"2023-07-18 13","68.92","69.69",""
"2023-07-18 14","68.79","69.56",""
"2023-07-18 15","69.19","69.96",""
"2023-07-18 16","51.88","52.46",""
"2023-07-18 17","12.60","12.74",""
"2023-07-18 18","77.78","78.65",""
"2023-07-18 19","84.53","85.31",""
"2023-07-18 20","84.53","85.31",""
"2023-07-18 21","84.53","85.31",""
"2023-07-18 22","84.49","85.27",""
"2023-07-18 23","83.24","84.01",""
"2023-07-18 24","79.30","80.04",""
"2023-07-19 01","75.89","76.35",""
"2023-07-19 02","75.85","76.30",""
"2023-07-19 03","65.65","66.05",""
"2023-07-19 04","69.49","69.91",""
"2023-07-19 05","72.27","72.71",""
"2023-07-19 06","77.35","77.81",""
"2023-07-19 07","117.34","118.05",""
"2023-07-19 08","108.55","109.21",""
"2023-07-19 09","64.09","64.73",""
"2023-07-19 10","69.60","70.29",""
"2023-07-19 11","65.55","66.20",""
"2023-07-19 12","59.50","60.09",""
"2023-07-19 13","60.67","61.27",""
"2023-07-19 14","70.17","70.86",""
"2023-07-19 15","43.84","44.27",""
"2023-07-19 16","59.55","60.14",""
"2023-07-19 17","75.76","76.51",""
"2023-07-19 18","92.32","93.23",""
"2023-07-19 19","105.94","106.43",""
"2023-07-19 20","108.11","108.61",""
"2023-07-19 21","108.11","108.61",""
"2023-07-19 22","111.75","112.26",""
"2023-07-19 23","112.74","113.27",""
"2023-07-19 24","91.26","91.69",""
"2023-07-20 01","79.35","79.31",""
"2023-07-20 02","78.75","78.71",""
"2023-07-20 03","78.15","78.11",""
"2023-07-20 04","74.95","74.91",""
"2023-07-20 05","74.95","74.91",""
"2023-07-20 06","74.88","74.85",""
"2023-07-20 07","79.70","79.66",""
"2023-07-20 08","80.07","80.03",""
"2023-07-20 09","56.19","56.44",""
"2023-07-20 10","29.29","29.42",""
"2023-07-20 11","29.29","29.42",""
"2023-07-20 12","29.29","29.42",""
"2023-07-20 13","29.29","29.42",""
"2023-07-20 14","3.42","3.43",""
"2023-07-20 15","19.04","19.12",""
"2023-07-20 16","2.44","2.45",""
"2023-07-20 17","30.03","30.17",""
"2023-07-20 18","72.77","73.09",""
"2023-07-20 19","86.27","86.23",""
"2023-07-20 20","86.27","86.23",""
"2023-07-20 21","86.27","86.23",""
"2023-07-20 22","86.27","86.23",""
"2023-07-20 23","81.38","81.34",""
"2023-07-20 24","73.28","73.25",""
"2023-07-21 01","69.74","69.65",""
"2023-07-21 02","64.04","63.95",""
"2023-07-21 03","69.52","69.42",""
"2023-07-21 04","69.05","68.96",""
"2023-07-21 05","68.69","68.60",""
"2023-07-21 06","68.69","68.60",""
"2023-07-21 07","69.03","68.94",""
"2023-07-21 08","65.41","65.32",""
"2023-07-21 09","33.99","34.20",""
"2023-07-21 10","34.43","34.64",""
"2023-07-21 11","34.43","34.64",""
"2023-07-21 12","34.43","34.64",""
"2023-07-21 13","34.43","34.64",""
"2023-07-21 14","34.43","34.64",""
"2023-07-21 15","34.43","34.64",""
"2023-07-21 16","34.43","34.64",""
"2023-07-21 17","29.38","29.57",""
"2023-07-21 18","71.74","72.19",""
"2023-07-21 19","80.17","80.28",""
"2023-07-21 20","97.12","97.26",""
"2023-07-21 21","95.73","95.87",""
"2023-07-21 22","87.80","87.92",""
"2023-07-21 23","77.17","77.29",""
"2023-07-21 24","78.77","78.88",""
"2023-07-22 01","78.69","78.60",""
"2023-07-22 02","77.25","77.16",""
"2023-07-22 03","76.07","75.98",""
"2023-07-22 04","73.63","73.54",""
"2023-07-22 05","68.95","68.87",""
"2023-07-22 06","68.03","67.95",""
"2023-07-22 07","67.29","67.21",""
"2023-07-22 08","65.48","65.40",""
"2023-07-22 09","24.69","24.91",""
"2023-07-22 10","6.16","6.22",""
"2023-07-22 11","37.03","37.37",""
"2023-07-22 12","37.03","37.37",""
"2023-07-22 13","37.03","37.37",""
"2023-07-22 14","37.03","37.37",""
"2023-07-22 15","37.03","37.37",""
"2023-07-22 16","37.03","37.37",""
"2023-07-22 17","37.03","37.37",""
"2023-07-22 18","67.06","67.67",""
"2023-07-22 19","100.53","102.85",""
"2023-07-22 20","107.82","110.32",""
"2023-07-22 21","78.06","79.86",""
"2023-07-22 22","78.79","80.61",""
"2023-07-22 23","89.01","91.07",""
"2023-07-22 24","80.54","82.40",""
"2023-07-23 01","75.89","77.44",""
"2023-07-23 02","72.07","73.54",""
"2023-07-23 03","67.55","68.92",""
"2023-07-23 04","69.66","71.07",""
"2023-07-23 05","71.51","72.96",""
"2023-07-23 06","65.84","67.18",""
"2023-07-23 07","62.07","63.34",""
"2023-07-23 08","52.77","53.84",""
"2023-07-23 09","2.38","2.45",""
"2023-07-23 10","0.00","0.00",""
"2023-07-23 11","0.00","0.00",""
"2023-07-23 12","0.00","0.00",""
"2023-07-23 13","0.00","0.00",""
"2023-07-23 14","0.00","0.00",""
"2023-07-23 15","0.00","0.00",""
"2023-07-23 16","0.00","0.00",""
"2023-07-23 17","0.00","0.00",""
"2023-07-23 18","67.98","69.95",""
"2023-07-23 19","118.95","122.11",""
"2023-07-23 20","119.08","122.25",""
"2023-07-23 21","137.94","141.61",""
"2023-07-23 22","136.35","139.98",""
"2023-07-23 23","96.95","99.54",""
"2023-07-23 24","71.28","73.18",""
"2023-07-24 01","70.98","72.58",""
"2023-07-24 02","60.37","61.73",""
"2023-07-24 03","62.43","63.83",""
"2023-07-24 04","65.57","67.05",""
"2023-07-24 05","58.59","59.91",""
"2023-07-24 06","40.37","41.27",""
"2023-07-24 07","72.45","74.08",""
"2023-07-24 08","123.39","126.16",""
"2023-07-24 09","36.00","37.03",""
"2023-07-24 10","30.73","31.61",""
"2023-07-24 11","30.73","31.61",""
"2023-07-24 12","30.73","31.61",""
"2023-07-24 13","8.71","8.96",""
"2023-07-24 14","0.00","0.00",""
"2023-07-24 15","0.00","0.00",""
"2023-07-24 16","0.00","0.00",""
"2023-07-24 17","0.00","0.00",""
"2023-07-24 18","17.70","18.20",""
"2023-07-24 19","71.82","73.61",""
"2023-07-24 20","67.43","69.11",""
"2023-07-24 21","73.51","75.35",""
"2023-07-24 22","71.48","73.27",""
"2023-07-24 23","72.44","74.25",""
"2023-07-24 24","71.55","73.34",""
"2023-07-25 01","68.65","70.31",""
"2023-07-25 02","64.85","66.42",""
"2023-07-25 03","62.86","64.38",""
"2023-07-25 04","53.92","55.22",""
"2023-07-25 05","63.80","65.34",""
"2023-07-25 06","64.43","65.99",""
"2023-07-25 07","72.62","74.37",""
"2023-07-25 08","88.44","90.57",""
"2023-07-25 09","44.23","45.60",""
"2023-07-25 10","6.83","7.04",""
"2023-07-25 11","0.00","0.00",""
"2023-07-25 12","0.00","0.00",""
"2023-07-25 13","0.00","0.00",""
"2023-07-25 14","0.00","0.00",""
"2023-07-25 15","0.00","0.00",""
"2023-07-25 16","0.00","0.00",""
"2023-07-25 17","5.69","5.87",""
"2023-07-25 18","39.45","40.67",""
"2023-07-25 19","72.68","74.98",""
"2023-07-25 20","72.68","74.98",""
"2023-07-25 21","72.68","74.98",""
"2023-07-25 22","72.68","74.98",""
"2023-07-25 23","80.03","82.57",""
"2023-07-25 24","78.29","80.78",""
"2023-07-26 01","70.52","72.28",""
"2023-07-26 02","69.82","71.56",""
"2023-07-26 03","62.42","63.98",""
"2023-07-26 04","61.48","63.02",""
"2023-07-26 05","68.94","70.67",""
"2023-07-26 06","69.84","71.58",""
"2023-07-26 07","69.86","71.61",""
"2023-07-26 08","60.51","62.02",""
"2023-07-26 09","33.49","34.32",""
"2023-07-26 10","31.30","32.08",""
"2023-07-26 11","33.97","34.81",""
"2023-07-26 12","28.87","29.59",""
"2023-07-26 13","0.00","0.00",""
"2023-07-26 14","0.00","0.00",""
"2023-07-26 15","0.00","0.00",""
"2023-07-26 16","0.00","0.00",""
"2023-07-26 17","0.00","0.00",""
"2023-07-26 18","34.60","35.46",""
"2023-07-26 19","74.38","76.10",""
"2023-07-26 20","74.38","76.10",""
"2023-07-26 21","72.85","74.54",""
"2023-07-26 22","72.20","73.87",""
"2023-07-26 23","70.82","72.45",""
"2023-07-26 24","62.78","64.23",""
"2023-07-27 01","62.98","64.17",""
"2023-07-27 02","62.85","64.03",""
"2023-07-27 03","62.63","63.82",""
"2023-07-27 04","70.84","72.18",""
"2023-07-27 05","70.53","71.87",""
"2023-07-27 06","70.53","71.87",""
"2023-07-27 07","82.93","84.50",""
"2023-07-27 08","72.25","73.62",""
"2023-07-27 09","34.11","34.93",""
"2023-07-27 10","31.27","32.02",""
"2023-07-27 11","12.51","12.81",""
"2023-07-27 12","0.00","0.00",""
"2023-07-27 13","0.00","0.00",""
"2023-07-27 14","0.00","0.00",""
"2023-07-27 15","0.00","0.00",""
"2023-07-27 16","0.00","0.00",""
"2023-07-27 17","2.61","2.67",""
"2023-07-27 18","68.88","70.54",""
"2023-07-27 19","113.10","114.97",""
"2023-07-27 20","111.14","112.98",""
"2023-07-27 21","85.26","86.67",""
"2023-07-27 22","85.26","86.67",""
"2023-07-27 23","75.75","76.99",""
"2023-07-27 24","72.27","73.46",""
"2023-07-28 01","66.91","67.30",""
"2023-07-28 02","66.40","66.79",""
"2023-07-28 03","65.02","65.40",""
"2023-07-28 04","64.01","64.38",""
"2023-07-28 05","64.14","64.52",""
"2023-07-28 06","66.20","66.59",""
"2023-07-28 07","72.33","72.75",""
"2023-07-28 08","75.56","76.00",""
"2023-07-28 09","34.95","35.40",""
"2023-07-28 10","0.00","0.00",""
"2023-07-28 11","0.00","0.00",""
"2023-07-28 12","0.00","0.00",""
"2023-07-28 13","0.00","0.00",""
"2023-07-28 14","0.00","0.00",""
"2023-07-28 15","0.00","0.00",""
"2023-07-28 16","0.00","0.00",""
"2023-07-28 17","0.00","0.00",""
"2023-07-28 18","48.21","48.82",""
"2023-07-28 19","85.23","86.23",""
"2023-07-28 20","82.64","83.61",""
"2023-07-28 21","71.02","71.86",""
"2023-07-28 22","71.02","71.86",""
"2023-07-28 23","71.02","71.86",""
"2023-07-28 24","68.57","69.38",""
"2023-07-29 01","70.53","71.20",""
"2023-07-29 02","72.44","73.13",""
"2023-07-29 03","68.43","69.08",""
"2023-07-29 04","68.43","69.08",""
"2023-07-29 05","68.43","69.08",""
"2023-07-29 06","68.43","69.08",""
"2023-07-29 07","68.43","69.08",""
"2023-07-29 08","60.55","61.12",""
"2023-07-29 09","12.24","12.37",""
"2023-07-29 10","0.00","0.00",""
"2023-07-29 11","0.00","0.00",""
"2023-07-29 12","0.00","0.00",""
"2023-07-29 13","0.00","0.00",""
"2023-07-29 14","0.00","0.00",""
"2023-07-29 15","0.00","0.00",""
"2023-07-29 16","0.00","0.00",""
"2023-07-29 17","0.00","0.00",""
"2023-07-29 18","63.85","64.55",""
"2023-07-29 19","91.89","92.63",""
"2023-07-29 20","85.89","86.58",""
"2023-07-29 21","87.23","87.93",""
"2023-07-29 22","80.35","81.00",""
"2023-07-29 23","71.96","72.53",""
"2023-07-29 24","71.19","71.76",""
"2023-07-30 01","68.71","68.98",""
"2023-07-30 02","66.41","66.67",""
"2023-07-30 03","64.57","64.83",""
"2023-07-30 04","65.07","65.33",""
