Hora;G solar;;Fact;0,907407407
16;7,425063265;;;
17;7,06093082;;;
18;5,767291257;;;
19;1,622480255;;;
20;0,071911005;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,269915748;;;
8;4,087337732;;;
9;6,885849235;;;
10;7,566025953;;;
11;7,709105198;;;
12;7,690733485;;;
13;7,581011176;;;
14;7,516329198;;;
15;7,532076381;;;
16;7,412109937;;;
17;7,114945352;;;
18;5,84407994;;;
19;1,617400518;;;
20;0,059855097;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,227999456;;;
8;3,820228254;;;
9;5,687708718;;;
10;4,578802239;;;
11;4,026804205;;;
12;6,109496173;;;
13;7,630030633;;;
14;7,589054092;;;
15;7,561115541;;;
16;7,415327104;;;
17;7,038072006;;;
18;5,727838637;;;
19;1,52367938;;;
20;0,060264863;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,118031626;;;
8;0,865176204;;;
9;1,66582734;;;
10;1,521901472;;;
11;2,201485554;;;
12;1,668621195;;;
13;1,608341655;;;
14;2,773717872;;;
15;2,924501384;;;
16;3,03303842;;;
17;4,745163609;;;
18;4,907122542;;;
19;1,495656167;;;
20;0,067605082;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,194447796;;;
8;2,11462206;;;
9;5,56012267;;;
10;7,538341389;;;
11;7,645608492;;;
12;7,509556216;;;
13;7,555358507;;;
14;7,488051998;;;
15;7,501259313;;;
16;7,407707499;;;
17;6,448060611;;;
18;5,76407409;;;
19;1,123819455;;;
20;0,081025746;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,209636208;;;
8;4,31313202;;;
9;7,305689457;;;
10;7,873857986;;;
11;7,912887294;;;
12;7,864460473;;;
13;7,769892712;;;
14;7,704618098;;;
15;7,6801507;;;
16;7,564671357;;;
17;7,366561633;;;
18;6,041258379;;;
19;1,423862557;;;
20;0,055396782;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,179792756;;;
8;3,849944713;;;
9;7,213746227;;;
10;7,848205316;;;
11;7,855824921;;;
12;7,784623948;;;
13;7,67346238;;;
14;7,59007004;;;
15;7,567465212;;;
16;7,486020103;;;
17;7,309753247;;;
18;5,999519877;;;
19;1,35139165;;;
20;0,048796511;;;
21;-0,008115164;;;
22;-0,008115164;;;
23;-0,008115164;;;
0;-0,008115164;;;
1;-0,008115164;;;
2;-0,008115164;;;
3;-0,008115164;;;
4;-0,008115164;;;
5;-0,008115164;;;
6;-0,008115164;;;
7;0,182222563;;;
8;3,899387481;;;
9;6,995232895;;;
10;7,578725295;;;
11;7,72629164;;;
12;7,622580353;;;
13;7,546807617;;;
