Hora;G solar;;;1
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,07042076;;;
8;4,375657438;;;
9;8,924480779;;;
10;9,492535985;;;
11;9,569215613;;;
12;9,454769964;;;
13;9,2981766;;;
14;9,239545374;;;
15;9,246639544;;;
16;9,220558038;;;
17;8,956091564;;;
18;6,870927303;;;
19;0,686042373;;;
20;0,024452626;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,054748904;;;
8;4,242850408;;;
9;8,820467732;;;
10;9,49608307;;;
11;9,502342631;;;
12;9,366927451;;;
13;9,187069384;;;
14;9,118005555;;;
15;9,119779097;;;
16;9,062712762;;;
17;8,908310245;;;
18;6,674064094;;;
19;0,617771423;;;
20;0,018381895;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,051424034;;;
8;4,111816921;;;
9;8,737424216;;;
10;9,416795291;;;
11;9,400624757;;;
12;9,28899591;;;
13;9,109346495;;;
14;9,045916272;;;
15;9,054262354;;;
16;9,003142602;;;
17;8,839246416;;;
18;6,483147468;;;
19;0,552265112;;;
20;0,018338078;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,037104244;;;
8;3,585805103;;;
9;8,218089264;;;
10;9,122178596;;;
11;9,242570829;;;
12;9,117588251;;;
13;8,959534323;;;
14;8,894226231;;;
15;8,947432504;;;
16;8,869396637;;;
17;8,565390601;;;
18;6,163283876;;;
19;0,549803017;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,054942951;;;
8;3,736034579;;;
9;8,533779815;;;
10;9,328848451;;;
11;9,368596667;;;
12;9,316537981;;;
13;9,144921669;;;
14;9,044351381;;;
15;8,993753259;;;
16;8,743370799;;;
17;4,762081034;;;
18;4,404973051;;;
19;0,498954513;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,027788973;;;
8;0,777327645;;;
9;0,953513436;;;
10;1,524635827;;;
11;4,165336171;;;
12;8,805757762;;;
13;8,892244037;;;
14;8,80659237;;;
15;8,868666355;;;
16;8,776129171;;;
17;8,404415544;;;
18;5,842898653;;;
19;0,480290587;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,038746335;;;
8;2,492989991;;;
9;1,583371379;;;
10;2,395445158;;;
11;7,149790768;;;
12;8,980816832;;;
13;8,778320018;;;
14;8,699240891;;;
15;8,68849531;;;
16;8,681192488;;;
17;8,34442808;;;
18;5,72094153;;;
19;0,413855774;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,029742999;;;
8;3,388002959;;;
9;8,198162993;;;
10;8,988536958;;;
11;9,074292951;;;
12;8,938773444;;;
13;8,775398889;;;
14;8,682027097;;;
15;8,699449543;;;
16;8,728034874;;;
17;8,380211906;;;
18;5,729913568;;;
19;0,362402179;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,955464333;;;
9;1,369398702;;;
10;4,081875351;;;
11;2,630387366;;;
12;2,611713008;;;
13;5,309688339;;;
14;5,054715534;;;
15;2,64864442;;;
16;1,978662688;;;
17;0,971092371;;;
18;0,484401032;;;
19;0,251722699;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,014486361;;;
8;3,372980012;;;
9;8,33524739;;;
10;9,075336211;;;
11;9,01524442;;;
12;8,935643663;;;
13;8,766844155;;;
14;8,681505467;;;
15;8,718123901;;;
16;8,676393491;;;
17;8,471497178;;;
18;5,561322712;;;
19;0,292545472;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;0,013231319;;;
8;3,409389795;;;
9;8,604095556;;;
10;9,172150762;;;
11;9,194893835;;;
12;9,082326054;;;
13;8,879516262;;;
14;8,769452306;;;
15;8,808365913;;;
16;8,816607669;;;
17;8,675454557;;;
18;5,588969108;;;
19;0,255269784;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;3,275226526;;;
9;8,497683011;;;
10;9,155354272;;;
11;9,109033517;;;
12;8,990727805;;;
13;8,782075755;;;
14;8,677854056;;;
15;8,725218071;;;
16;8,704978822;;;
17;8,551202261;;;
18;5,323668027;;;
19;0,245421407;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;3,025052719;;;
9;8,191173149;;;
10;8,675454557;;;
11;8,800541461;;;
12;8,932513883;;;
13;8,753907728;;;
14;8,694337568;;;
15;8,745561646;;;
16;8,795742464;;;
17;8,483807649;;;
18;5,145687828;;;
19;0,260726035;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;2,67097019;;;
9;8,068798722;;;
10;8,864806292;;;
11;8,965689559;;;
12;8,808365913;;;
13;8,640505339;;;
14;8,56434734;;;
15;8,521469344;;;
16;8,606390729;;;
17;8,346931904;;;
18;4,902190886;;;
19;0,240257269;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;2,935019359;;;
9;8,35465203;;;
10;9,066259847;;;
11;8,989162914;;;
12;8,870335572;;;
13;8,647077878;;;
14;8,561947842;;;
15;8,605869098;;;
16;8,605451794;;;
17;8,460647272;;;
18;4,807567181;;;
19;0,221885456;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;2,838204808;;;
9;8,351209271;;;
10;9,05697483;;;
11;8,96172517;;;
12;8,811704346;;;
13;8,610146465;;;
14;8,532110599;;;
15;8,591993737;;;
16;8,598044647;;;
17;8,466176551;;;
18;4,634177328;;;
19;0,202157404;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;2,560593255;;;
9;8,024355835;;;
10;8,808678891;;;
11;8,872943722;;;
12;8,698823587;;;
13;8,542021571;;;
14;8,484120627;;;
15;8,524181821;;;
16;8,579370288;;;
17;7,601835434;;;
18;3,446529859;;;
19;0,3187939;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,637516586;;;
9;2,334101455;;;
10;4,424899322;;;
11;5,699450369;;;
12;8,595958126;;;
13;8,519591476;;;
14;8,451049277;;;
15;8,480782194;;;
16;8,523555865;;;
17;8,229356474;;;
18;4,112755855;;;
19;0,216241418;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;2,406503716;;;
9;7,929732131;;;
10;8,683174683;;;
11;8,854478016;;;
12;8,717810923;;;
13;8,506446397;;;
14;8,403893914;;;
15;8,441138305;;;
16;8,475774545;;;
17;8,203900924;;;
18;3,927264182;;;
19;0,215865844;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,212075057;;;
9;3,131673916;;;
10;6,173612152;;;
11;5,866789313;;;
12;7,292613096;;;
13;7,427506646;;;
14;6,754395133;;;
15;6,312991722;;;
16;5,431228158;;;
17;6,764827736;;;
18;3,515385036;;;
19;0,20250168;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;2,253457438;;;
9;7,825093128;;;
10;8,633724147;;;
11;8,710925406;;;
12;8,556001258;;;
13;8,3541304;;;
14;8,291221807;;;
15;8,36331109;;;
16;8,376143191;;;
17;8,201292774;;;
18;3,557219772;;;
19;0,183649968;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;2,211205398;;;
9;7,972923105;;;
10;8,729078134;;;
11;8,659701327;;;
12;8,541082637;;;
13;8,36018131;;;
14;8,291952089;;;
15;8,36122457;;;
16;8,374473975;;;
17;8,100826812;;;
18;3,307880572;;;
19;0,177171321;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;2,056489903;;;
9;7,903859276;;;
10;8,672324776;;;
11;8,667525779;;;
12;8,475148589;;;
13;8,282458421;;;
14;8,204735532;;;
15;8,261280238;;;
16;8,344219428;;;
17;7,925976394;;;
18;3,107365952;;;
19;0,16153285;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,947364881;;;
9;7,825719084;;;
10;8,560487278;;;
11;8,566642513;;;
12;8,36226783;;;
13;8,172498791;;;
14;8,10218305;;;
15;8,16123158;;;
16;8,255229328;;;
17;7,806314443;;;
18;2,889428886;;;
19;0,144986743;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,800891141;;;
9;7,522964959;;;
10;8,58719474;;;
11;8,594184584;;;
12;8,430392724;;;
13;8,215063809;;;
14;8,150798977;;;
15;8,228313214;;;
16;8,314903815;;;
17;7,839698771;;;
18;2,719273139;;;
19;0,141178843;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,884351961;;;
9;7,952370878;;;
10;8,67827136;;;
11;8,609729161;;;
12;8,405145826;;;
13;8,17145553;;;
14;8,093106686;;;
15;8,174168007;;;
16;8,22685265;;;
17;7,840637705;;;
18;2,537224226;;;
19;0,124799657;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,723063927;;;
9;7,793378016;;;
10;8,67065556;;;
11;8,681088162;;;
12;8,440303697;;;
13;8,258776413;;;
14;8,214229201;;;
15;8,286840114;;;
16;8,388870966;;;
17;7,831039711;;;
18;2,347455186;;;
19;0,127146992;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,650244361;;;
9;7,730052119;;;
10;8,670238256;;;
11;8,657197503;;;
12;8,369362;;;
13;8,192007757;;;
14;8,147043241;;;
15;8,21871522;;;
16;8,323875853;;;
17;7,746744283;;;
18;2,171874486;;;
19;0,110256609;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,526931;;;
9;7,495735867;;;
10;8,509889155;;;
11;8,545568656;;;
12;8,287361744;;;
13;8,073597719;;;
14;7,991075833;;;
15;8,070780916;;;
16;8,15152926;;;
17;7,519209222;;;
18;1,962387828;;;
19;0,11014185;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,329518616;;;
9;0,756858879;;;
10;1,004341076;;;
11;1,579824295;;;
12;5,048455973;;;
13;8,055444991;;;
14;8,098010009;;;
15;8,199206253;;;
16;8,176880484;;;
17;7,510445836;;;
18;1,804646878;;;
19;0,104643869;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,901903352;;;
9;0,98800362;;;
10;0,97168703;;;
11;0,800769703;;;
12;2,68933157;;;
13;7,33476081;;;
14;7,994205614;;;
15;8,157580169;;;
16;8,160814276;;;
17;7,3744047;;;
18;1,670170632;;;
19;0,105509775;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,333649926;;;
9;0,950008082;;;
10;1,204250605;;;
11;1,47862805;;;
12;5,053672274;;;
13;7,964681349;;;
14;7,964681349;;;
15;8,073389067;;;
16;8,044490758;;;
17;7,318590276;;;
18;1,525470436;;;
19;0,097998301;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,157422405;;;
9;1,590048245;;;
10;0,753760396;;;
11;0,455325369;;;
12;0,972312986;;;
13;3,128752787;;;
14;6,433383954;;;
15;7,271434913;;;
16;5,34380295;;;
17;3,283572608;;;
18;0,755919945;;;
19;0,125143933;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,105766837;;;
9;6,461760633;;;
10;6,991319536;;;
11;3,7152737;;;
12;4,245249907;;;
13;7,808400964;;;
14;7,125169826;;;
15;4,479774811;;;
16;2,817548255;;;
17;5,622666414;;;
18;1,04901348;;;
19;0,117966302;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,578544837;;;
9;2,906016724;;;
10;3,006169708;;;
11;2,495076512;;;
12;3,637029181;;;
13;5,157476669;;;
14;5,318973356;;;
15;7,149895094;;;
16;8,095506184;;;
17;7,18307077;;;
18;1,145306401;;;
19;0,078060554;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,200077564;;;
9;7,192460112;;;
10;8,516774673;;;
11;8,353817422;;;
12;8,139949071;;;
13;7,885497896;;;
14;7,836673316;;;
15;7,976783168;;;
16;8,060765618;;;
17;7,39172282;;;
18;1,067583512;;;
19;0,070800506;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;1,124441196;;;
9;7,019174585;;;
10;8,462942444;;;
11;8,3032193;;;
12;8,091854773;;;
13;7,857747173;;;
14;7,855243349;;;
15;7,984190316;;;
16;8,0767275;;;
17;7,381603195;;;
18;0,975181952;;;
19;0,054183457;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,605304463;;;
9;2,091960751;;;
10;2,042927519;;;
11;2,448234126;;;
12;3,815322358;;;
13;5,476297001;;;
14;6,813235011;;;
15;7,914291879;;;
16;8,107086373;;;
17;7,28280645;;;
18;0,892128003;;;
19;0,047134148;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,275446437;;;
9;0,683319464;;;
10;0,723547579;;;
11;0,77402051;;;
12;3,054576984;;;
13;6,839316518;;;
14;7,73526842;;;
15;7,866614885;;;
16;7,897286737;;;
17;7,027937971;;;
18;0,814238193;;;
19;0,050920139;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,9007349;;;
9;6,18811347;;;
10;7,914291879;;;
11;8,052523862;;;
12;7,842932878;;;
13;7,599435936;;;
14;7,604443585;;;
15;7,700736506;;;
16;7,737459267;;;
17;6,718402655;;;
18;0,768637287;;;
19;0,044452969;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,316832571;;;
9;0,873547538;;;
10;0,952584935;;;
11;1,039937115;;;
12;1,330798073;;;
13;1,565009999;;;
14;1,456302281;;;
15;1,302317068;;;
16;0,793216499;;;
17;0,503388369;;;
18;0,436838798;;;
19;0,061522793;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,312722126;;;
9;5,602531491;;;
10;7,984920598;;;
11;7,92816724;;;
12;7,569077062;;;
13;6,483669098;;;
14;5,532320077;;;
15;4,270705457;;;
16;2,668675017;;;
17;1,130179127;;;
18;0,405405366;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,9164464;;;
9;6,401460191;;;
10;8,078605368;;;
11;7,96123859;;;
12;7,661196942;;;
13;7,421873041;;;
14;7,417074044;;;
15;7,540909035;;;
16;7,680288605;;;
17;6,622005408;;;
18;0,518995542;;;
19;0,038405189;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,877136353;;;
9;6,223062688;;;
10;7,158867132;;;
11;5,492989165;;;
12;4,772096333;;;
13;4,127465824;;;
14;3,455814876;;;
15;2,475776197;;;
16;1,85973102;;;
17;0,871638372;;;
18;0,380346255;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,657811751;;;
9;2,112408652;;;
10;1,22720233;;;
11;0,723224169;;;
12;2,841856219;;;
13;7,175246318;;;
14;7,297203441;;;
15;7,429175863;;;
16;7,498135365;;;
17;6,135011523;;;
18;0,478485747;;;
19;0,019651543;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,649163124;;;
9;2,211622702;;;
10;5,390958313;;;
11;2,881917412;;;
12;2,417979579;;;
13;1,550404356;;;
14;1,836153338;;;
15;1,153235178;;;
16;0,650821907;;;
17;0,382756186;;;
18;0,327494691;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,678781282;;;
9;4,206231973;;;
10;6,74740529;;;
11;7,501056494;;;
12;7,562817501;;;
13;7,298664006;;;
14;7,29908131;;;
15;7,455987651;;;
16;7,655563337;;;
17;6,104548324;;;
18;0,365271144;;;
19;0,006990536;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,740177148;;;
9;5,640714817;;;
10;7,940790689;;;
11;7,907615013;;;
12;7,641479324;;;
13;6,926846053;;;
14;6,940199784;;;
15;5,733043349;;;
16;6,247996608;;;
17;5,628717324;;;
18;0,417225505;;;
19;0,002493041;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,717861811;;;
9;5,904868312;;;
10;7,881950811;;;
11;7,762497513;;;
12;7,468924078;;;
13;7,181923184;;;
14;7,190582244;;;
15;7,404137617;;;
16;7,496048845;;;
17;5,613172746;;;
18;0,318084483;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,67267821;;;
9;5,772687238;;;
10;7,672672805;;;
11;7,540596057;;;
12;7,397460751;;;
13;7,146348009;;;
14;7,141444686;;;
15;7,352913538;;;
16;7,468819752;;;
17;5,340151539;;;
18;0,286306776;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,181344362;;;
9;0,932356118;;;
10;1,125693108;;;
11;1,215100511;;;
12;3,572242719;;;
13;6,938217589;;;
14;7,111607443;;;
15;7,305758175;;;
16;7,372631157;;;
17;5,037397414;;;
18;0,274653559;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,629487235;;;
9;5,479113804;;;
10;7,703866287;;;
11;7,672881457;;;
12;7,317129712;;;
13;7,051098348;;;
14;7,082604808;;;
15;7,303045699;;;
16;7,436270032;;;
17;4,856704739;;;
18;0,257001596;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,643946822;;;
9;5,012985124;;;
10;3,208249218;;;
11;1,938079864;;;
12;1,814244873;;;
13;1,96363974;;;
14;2,474002655;;;
15;2,268167407;;;
16;2,342343211;;;
17;2,051690906;;;
18;0,398206871;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,604542883;;;
9;5,650730115;;;
10;7,833647862;;;
11;7,578883709;;;
12;7,262984505;;;
13;6,988085429;;;
14;7,015418848;;;
15;7,216455098;;;
16;7,420308151;;;
17;4,321407905;;;
18;0,340984046;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,529261223;;;
9;5,245736486;;;
10;7,120370829;;;
11;6,0563497;;;
12;6,691382214;;;
13;6,44924151;;;
14;6,409806273;;;
15;6,669682401;;;
16;6,983390758;;;
17;3,289519192;;;
18;0,359574943;;;
19;-0,01;;;
20;-0,01;;;
21;-0,01;;;
22;-0,01;;;
23;-0,01;;;
0;-0,01;;;
1;-0,01;;;
2;-0,01;;;
3;-0,01;;;
4;-0,01;;;
5;-0,01;;;
6;-0,01;;;
7;-0,01;;;
8;0,543637349;;;
9;5,423821011;;;
10;7,731199705;;;
