Hora;G solar
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;0,010546411
7;6,600641457
8;8,194496558
9;9,045390746
10;9,5086698
11;9,745392692
12;9,800109516
13;9,799745574
14;9,770262729
15;9,663982185
16;9,326079159
17;8,687318047
18;7,484494044
19;5,340423702
20;-0,01
21;-0,01
22;-0,01
23;-0,01
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;0,006409509
7;6,640203745
8;8,257510311
9;9,18173542
10;9,563615392
11;9,710725535
12;9,747090574
13;9,684516532
14;9,64369004
15;9,544822067
16;9,304906495
17;8,738105806
18;7,601145954
19;5,512839847
20;-0,01
21;-0,01
22;-0,01
23;-0,01
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;0,002703269
7;6,520134044
8;8,073799416
9;8,889451287
10;9,352843308
11;9,635780361
12;9,644326986
13;9,672542976
14;9,612532072
15;9,500740288
16;9,193720125
17;8,583328368
18;7,513514419
19;5,441581171
20;-0,01
21;-0,01
22;-0,01
23;-0,01
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;-0,01
7;0,397848693
8;1,347025092
9;8,981559538
10;9,411417452
11;9,610768018
12;9,604764149
13;9,559563214
14;9,574479388
15;9,473346048
16;9,207148904
17;8,636183345
18;7,546038498
19;5,478666417
20;-0,01
21;-0,01
22;-0,01
23;-0,01
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;-0,01
7;0,308051506
8;0,856950722
9;1,841330869
10;3,749003418
11;9,77370017
12;9,751651558
13;9,67986086
14;9,609062824
15;9,521729061
16;9,228694376
17;8,640791764
18;7,564751851
19;5,495096216
20;-0,01
21;-0,01
22;-0,01
23;-0,01
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;-0,01
7;0,46930433
8;8,072740582
9;8,977929249
10;9,353392512
11;9,548687885
12;9,598132748
13;9,537165923
14;9,498980713
15;5,752793805
16;3,113943336
17;1,675394497
18;7,436698531
19;5,357751202
20;-0,01
21;-0,01
22;-0,01
23;-0,01
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;-0,01
7;0,482124587
8;0,835669844
9;1,763669832
10;2,714833019
11;6,094633574
12;7,203935415
13;6,312568715
14;7,966774717
15;9,570026709
16;9,234165126
17;8,60605277
18;7,501414553
19;5,400167362
20;-0,01
21;-0,01
22;-0,01
23;-0,01
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;-0,01
7;6,420528954
8;8,109968042
9;9,02931904
10;9,554905989
11;9,815649474
12;9,789067114
13;9,737581447
14;9,657737668
15;9,610367882
16;9,375620263
17;8,802928215
18;7,663861296
19;5,516146225
20;-0,01
21;-0,01
22;-0,01
23;-0,01
0;-0,01
1;-0,01
2;-0,01
3;-0,01
4;-0,01
5;-0,01
6;-0,01
7;6,578323498
8;8,277022656
9;9,109833308
10;9,518533822
11;9,684372216
12;9,713885678
13;9,750622337
14;9,646054389
15;9,53547654
16;9,206471561
17;8,690932067
