"item","Pan de Azúcar","BA S/E DON GOYO 220KV BP2","addValue"
"2023-11-30 17","0.00","0.00",""
"2023-11-30 18","0.00","0.00",""
"2023-11-30 19","0.00","0.00",""
"2023-11-30 20","37.79","37.22",""
"2023-11-30 21","82.19","80.95",""
"2023-11-30 22","105.19","103.62",""
"2023-11-30 23","105.19","103.62",""
"2023-11-30 24","105.19","103.62",""
"2023-12-01 01","76.45","75.40",""
"2023-12-01 02","74.49","73.47",""
"2023-12-01 03","76.42","75.38",""
"2023-12-01 04","76.50","75.46",""
"2023-12-01 05","72.10","71.12",""
"2023-12-01 06","72.10","71.12",""
"2023-12-01 07","73.67","72.66",""
"2023-12-01 08","0.00","0.00",""
"2023-12-01 09","0.00","0.00",""
"2023-12-01 10","0.00","0.00",""
"2023-12-01 11","0.00","0.00",""
"2023-12-01 12","0.00","0.00",""
"2023-12-01 13","0.00","0.00",""
"2023-12-01 14","0.00","0.00",""
"2023-12-01 15","0.00","0.00",""
"2023-12-01 16","0.00","0.00",""
"2023-12-01 17","0.00","0.00",""
"2023-12-01 18","0.00","0.00",""
"2023-12-01 19","0.00","0.00",""
"2023-12-01 20","0.00","0.00",""
"2023-12-01 21","54.86","52.27",""
"2023-12-01 22","66.80","63.64",""
"2023-12-01 23","69.57","66.28",""
"2023-12-01 24","66.56","63.41",""
"2023-12-02 01","58.35","55.49",""
"2023-12-02 02","58.35","55.49",""
"2023-12-02 03","58.35","55.49",""
"2023-12-02 04","58.35","55.49",""
"2023-12-02 05","68.21","64.88",""
"2023-12-02 06","76.98","73.21",""
"2023-12-02 07","74.37","70.73",""
"2023-12-02 08","0.00","0.00",""
"2023-12-02 09","0.00","0.00",""
"2023-12-02 10","0.00","0.00",""
"2023-12-02 11","0.00","0.00",""
"2023-12-02 12","0.00","0.00",""
"2023-12-02 13","0.00","0.00",""
"2023-12-02 14","0.00","0.00",""
"2023-12-02 15","0.00","0.00",""
"2023-12-02 16","0.00","0.00",""
"2023-12-02 17","0.00","0.00",""
"2023-12-02 18","0.00","0.00",""
"2023-12-02 19","0.00","0.00",""
"2023-12-02 20","15.27","14.49",""
"2023-12-02 21","76.35","72.46",""
"2023-12-02 22","77.21","73.27",""
"2023-12-02 23","76.35","72.46",""
"2023-12-02 24","76.14","72.26",""
"2023-12-03 01","64.79","62.04",""
"2023-12-03 02","63.57","60.87",""
"2023-12-03 03","63.57","60.87",""
"2023-12-03 04","72.70","69.60",""
"2023-12-03 05","76.47","73.21",""
"2023-12-03 06","95.29","91.23",""
"2023-12-03 07","82.30","78.80",""
"2023-12-03 08","34.54","33.07",""
"2023-12-03 09","0.00","0.00",""
"2023-12-03 10","0.00","0.00",""
"2023-12-03 11","0.00","0.00",""
"2023-12-03 12","0.00","0.00",""
"2023-12-03 13","0.00","0.00",""
"2023-12-03 14","0.00","0.00",""
"2023-12-03 15","0.00","0.00",""
"2023-12-03 16","0.00","0.00",""
"2023-12-03 17","0.00","0.00",""
"2023-12-03 18","0.00","0.00",""
"2023-12-03 19","0.00","0.00",""
"2023-12-03 20","0.00","0.00",""
"2023-12-03 21","75.93","71.91",""
"2023-12-03 22","77.11","73.03",""
"2023-12-03 23","78.76","74.59",""
"2023-12-03 24","78.76","74.59",""
"2023-12-04 01","75.98","73.64",""
"2023-12-04 02","75.98","73.64",""
"2023-12-04 03","75.98","73.64",""
"2023-12-04 04","75.98","73.64",""
"2023-12-04 05","75.98","73.64",""
"2023-12-04 06","78.97","76.54",""
"2023-12-04 07","88.73","86.00",""
"2023-12-04 08","31.06","30.10",""
"2023-12-04 09","0.00","0.00",""
"2023-12-04 10","0.00","0.00",""
"2023-12-04 11","0.00","0.00",""
"2023-12-04 12","0.00","0.00",""
"2023-12-04 13","0.00","0.00",""
"2023-12-04 14","0.00","0.00",""
"2023-12-04 15","0.00","0.00",""
"2023-12-04 16","0.00","0.00",""
"2023-12-04 17","0.00","0.00",""
"2023-12-04 18","0.00","0.00",""
"2023-12-04 19","0.00","0.00",""
"2023-12-04 20","57.02","55.89",""
"2023-12-04 21","176.92","173.42",""
"2023-12-04 22","257.06","251.99",""
"2023-12-04 23","109.03","106.88",""
"2023-12-04 24","66.36","65.05",""
"2023-12-05 01","68.06","66.76",""
"2023-12-05 02","63.57","62.35",""
"2023-12-05 03","63.42","62.20",""
"2023-12-05 04","63.42","62.20",""
"2023-12-05 05","81.94","80.36",""
"2023-12-05 06","99.68","97.77",""
"2023-12-05 07","53.69","52.66",""
"2023-12-05 08","0.00","0.00",""
"2023-12-05 09","0.00","0.00",""
"2023-12-05 10","0.00","0.00",""
"2023-12-05 11","0.00","0.00",""
"2023-12-05 12","0.00","0.00",""
"2023-12-05 13","0.00","0.00",""
"2023-12-05 14","0.00","0.00",""
"2023-12-05 15","0.00","0.00",""
"2023-12-05 16","0.00","0.00",""
"2023-12-05 17","0.00","0.00",""
"2023-12-05 18","0.00","0.00",""
"2023-12-05 19","0.00","0.00",""
"2023-12-05 20","19.38","18.61",""
"2023-12-05 21","73.26","70.37",""
"2023-12-05 22","78.43","75.33",""
"2023-12-05 23","77.99","74.91",""
"2023-12-05 24","65.35","62.77",""
"2023-12-06 01","67.80","65.58",""
"2023-12-06 02","67.80","65.58",""
"2023-12-06 03","66.64","64.46",""
"2023-12-06 04","63.15","61.09",""
"2023-12-06 05","63.15","61.09",""
"2023-12-06 06","74.21","71.79",""
"2023-12-06 07","48.95","47.35",""
"2023-12-06 08","0.00","0.00",""
"2023-12-06 09","29.23","28.57",""
"2023-12-06 10","12.53","12.24",""
"2023-12-06 11","0.00","0.00",""
"2023-12-06 12","0.00","0.00",""
"2023-12-06 13","0.00","0.00",""
"2023-12-06 14","0.00","0.00",""
"2023-12-06 15","0.00","0.00",""
"2023-12-06 16","0.00","0.00",""
"2023-12-06 17","0.00","0.00",""
"2023-12-06 18","0.00","0.00",""
"2023-12-06 19","0.00","0.00",""
"2023-12-06 20","19.74","19.13",""
"2023-12-06 21","111.04","107.58",""
"2023-12-06 22","105.33","102.06",""
"2023-12-06 23","88.91","86.14",""
"2023-12-06 24","79.02","76.56",""
"2023-12-07 01","92.13","90.00",""
"2023-12-07 02","64.78","63.29",""
"2023-12-07 03","67.09","65.54",""
"2023-12-07 04","81.06","79.19",""
"2023-12-07 05","80.59","78.73",""
"2023-12-07 06","75.94","74.18",""
"2023-12-07 07","65.00","63.49",""
"2023-12-07 08","0.00","0.00",""
"2023-12-07 09","0.00","0.00",""
"2023-12-07 10","0.00","0.00",""
"2023-12-07 11","0.00","0.00",""
"2023-12-07 12","0.00","0.00",""
"2023-12-07 13","0.00","0.00",""
"2023-12-07 14","0.00","0.00",""
"2023-12-07 15","0.00","0.00",""
"2023-12-07 16","0.00","0.00",""
"2023-12-07 17","0.00","0.00",""
"2023-12-07 18","0.00","0.00",""
"2023-12-07 19","0.00","0.00",""
"2023-12-07 20","24.40","23.79",""
"2023-12-07 21","94.62","92.27",""
"2023-12-07 22","86.42","84.28",""
"2023-12-07 23","69.96","68.23",""
"2023-12-07 24","69.96","68.23",""
"2023-12-08 01","71.92","69.85",""
"2023-12-08 02","73.39","71.27",""
"2023-12-08 03","77.71","75.48",""
"2023-12-08 04","78.44","76.19",""
"2023-12-08 05","75.67","73.49",""
"2023-12-08 06","66.67","64.75",""
"2023-12-08 07","47.77","46.40",""
"2023-12-08 08","0.00","0.00",""
"2023-12-08 09","0.00","0.00",""
"2023-12-08 10","0.00","0.00",""
"2023-12-08 11","0.00","0.00",""
"2023-12-08 12","0.00","0.00",""
"2023-12-08 13","0.00","0.00",""
"2023-12-08 14","0.00","0.00",""
"2023-12-08 15","0.00","0.00",""
"2023-12-08 16","0.00","0.00",""
"2023-12-08 17","0.00","0.00",""
"2023-12-08 18","0.00","0.00",""
"2023-12-08 19","0.00","0.00",""
"2023-12-08 20","0.00","0.00",""
"2023-12-08 21","68.67","65.55",""
"2023-12-08 22","60.93","58.17",""
"2023-12-08 23","59.12","56.44",""
"2023-12-08 24","40.94","39.09",""
"2023-12-09 01","23.62","22.43",""
"2023-12-09 02","56.74","53.87",""
"2023-12-09 03","56.74","53.87",""
"2023-12-09 04","56.74","53.87",""
"2023-12-09 05","56.74","53.87",""
"2023-12-09 06","56.74","53.87",""
"2023-12-09 07","74.11","70.35",""
"2023-12-09 08","6.40","6.07",""
"2023-12-09 09","0.00","0.00",""
"2023-12-09 10","0.00","0.00",""
"2023-12-09 11","0.00","0.00",""
"2023-12-09 12","0.00","0.00",""
"2023-12-09 13","0.00","0.00",""
"2023-12-09 14","0.00","0.00",""
"2023-12-09 15","0.00","0.00",""
"2023-12-09 16","0.00","0.00",""
"2023-12-09 17","0.00","0.00",""
"2023-12-09 18","0.00","0.00",""
"2023-12-09 19","0.00","0.00",""
"2023-12-09 20","3.88","3.69",""
"2023-12-09 21","58.23","55.38",""
"2023-12-09 22","76.49","72.75",""
"2023-12-09 23","82.04","78.02",""
"2023-12-09 24","161.75","153.84",""
"2023-12-10 01","332.71","326.73",""
"2023-12-10 02","305.28","299.79",""
"2023-12-10 03","269.75","264.90",""
"2023-12-10 04","266.86","262.06",""
"2023-12-10 05","218.32","214.39",""
"2023-12-10 06","97.20","95.45",""
"2023-12-10 07","67.76","66.54",""
"2023-12-10 08","3.06","3.00",""
"2023-12-10 09","0.00","0.00",""
"2023-12-10 10","0.00","0.00",""
"2023-12-10 11","0.00","0.00",""
"2023-12-10 12","0.00","0.00",""
"2023-12-10 13","0.00","0.00",""
"2023-12-10 14","0.00","0.00",""
"2023-12-10 15","0.00","0.00",""
"2023-12-10 16","0.00","0.00",""
"2023-12-10 17","0.00","0.00",""
"2023-12-10 18","0.00","0.00",""
"2023-12-10 19","0.00","0.00",""
"2023-12-10 20","7.61","7.60",""
"2023-12-10 21","86.93","86.77",""
"2023-12-10 22","99.76","99.58",""
"2023-12-10 23","99.66","99.47",""
"2023-12-10 24","101.96","101.77",""
"2023-12-11 01","100.66","100.36",""
"2023-12-11 02","99.52","99.23",""
"2023-12-11 03","87.39","87.13",""
"2023-12-11 04","100.96","100.67",""
"2023-12-11 05","101.78","101.48",""
"2023-12-11 06","101.78","101.48",""
"2023-12-11 07","80.11","79.88",""
"2023-12-11 08","0.00","0.00",""
"2023-12-11 09","0.00","0.00",""
"2023-12-11 10","0.00","0.00",""
"2023-12-11 11","0.00","0.00",""
"2023-12-11 12","0.00","0.00",""
"2023-12-11 13","0.00","0.00",""
"2023-12-11 14","0.00","0.00",""
"2023-12-11 15","0.00","0.00",""
"2023-12-11 16","0.00","0.00",""
"2023-12-11 17","0.00","0.00",""
"2023-12-11 18","0.00","0.00",""
"2023-12-11 19","0.00","0.00",""
"2023-12-11 20","18.28","17.60",""
"2023-12-11 21","107.25","103.29",""
"2023-12-11 22","107.25","103.29",""
"2023-12-11 23","105.14","101.26",""
"2023-12-11 24","92.79","89.37",""
"2023-12-12 01","75.15","72.73",""
"2023-12-12 02","77.45","74.95",""
"2023-12-12 03","105.10","101.71",""
"2023-12-12 04","105.78","102.37",""
"2023-12-12 05","105.78","102.37",""
"2023-12-12 06","105.78","102.37",""
"2023-12-12 07","105.78","102.37",""
"2023-12-12 08","12.34","11.94",""
"2023-12-12 09","0.00","0.00",""
"2023-12-12 10","0.00","0.00",""
"2023-12-12 11","0.00","0.00",""
"2023-12-12 12","0.00","0.00",""
"2023-12-12 13","0.00","0.00",""
"2023-12-12 14","0.00","0.00",""
"2023-12-12 15","0.00","0.00",""
"2023-12-12 16","0.00","0.00",""
"2023-12-12 17","0.00","0.00",""
"2023-12-12 18","0.00","0.00",""
"2023-12-12 19","0.00","0.00",""
"2023-12-12 20","11.07","10.59",""
"2023-12-12 21","105.98","101.45",""
"2023-12-12 22","105.98","101.45",""
"2023-12-12 23","73.72","70.57",""
"2023-12-12 24","74.87","71.67",""
"2023-12-13 01","76.08","73.55",""
"2023-12-13 02","73.98","71.51",""
"2023-12-13 03","70.28","67.94",""
"2023-12-13 04","69.41","67.10",""
"2023-12-13 05","92.51","89.43",""
"2023-12-13 06","105.06","101.57",""
"2023-12-13 07","101.78","98.40",""
"2023-12-13 08","1.42","1.38",""
"2023-12-13 09","0.00","0.00",""
"2023-12-13 10","0.00","0.00",""
"2023-12-13 11","0.00","0.00",""
"2023-12-13 12","0.00","0.00",""
"2023-12-13 13","0.00","0.00",""
"2023-12-13 14","0.00","0.00",""
"2023-12-13 15","0.00","0.00",""
"2023-12-13 16","0.00","0.00",""
"2023-12-13 17","0.00","0.00",""
"2023-12-13 18","0.00","0.00",""
"2023-12-13 19","0.00","0.00",""
"2023-12-13 20","53.15","51.29",""
"2023-12-13 21","108.31","104.53",""
"2023-12-13 22","108.31","104.53",""
"2023-12-13 23","108.31","104.53",""
"2023-12-13 24","123.86","119.54",""
"2023-12-14 01","69.84","69.15",""
"2023-12-14 02","69.84","69.15",""
"2023-12-14 03","76.67","75.91",""
"2023-12-14 04","81.54","80.74",""
"2023-12-14 05","77.39","76.63",""
"2023-12-14 06","76.24","75.49",""
"2023-12-14 07","77.50","76.74",""
"2023-12-14 08","25.61","25.36",""
"2023-12-14 09","0.00","0.00",""
"2023-12-14 10","0.00","0.00",""
"2023-12-14 11","0.00","0.00",""
"2023-12-14 12","0.00","0.00",""
"2023-12-14 13","0.00","0.00",""
"2023-12-14 14","0.00","0.00",""
"2023-12-14 15","0.00","0.00",""
"2023-12-14 16","0.00","0.00",""
"2023-12-14 17","0.00","0.00",""
"2023-12-14 18","0.00","0.00",""
"2023-12-14 19","0.00","0.00",""
"2023-12-14 20","20.82","20.49",""
"2023-12-14 21","74.70","73.51",""
"2023-12-14 22","81.47","80.18",""
"2023-12-14 23","83.29","81.97",""
"2023-12-14 24","83.29","81.97",""
"2023-12-15 01","80.17","78.94",""
"2023-12-15 02","78.50","77.29",""
"2023-12-15 03","78.50","77.29",""
"2023-12-15 04","78.50","77.29",""
"2023-12-15 05","78.50","77.29",""
"2023-12-15 06","78.50","77.29",""
"2023-12-15 07","78.50","77.29",""
"2023-12-15 08","13.08","12.88",""
"2023-12-15 09","0.00","0.00",""
"2023-12-15 10","0.00","0.00",""
"2023-12-15 11","0.00","0.00",""
"2023-12-15 12","0.00","0.00",""
"2023-12-15 13","0.00","0.00",""
"2023-12-15 14","0.00","0.00",""
"2023-12-15 15","0.00","0.00",""
"2023-12-15 16","0.00","0.00",""
"2023-12-15 17","0.00","0.00",""
"2023-12-15 18","0.00","0.00",""
"2023-12-15 19","0.00","0.00",""
"2023-12-15 20","27.92","27.49",""
"2023-12-15 21","96.20","94.72",""
"2023-12-15 22","111.41","109.70",""
"2023-12-15 23","111.41","109.70",""
"2023-12-15 24","111.41","109.70",""
"2023-12-16 01","82.59","82.14",""
"2023-12-16 02","82.59","82.14",""
"2023-12-16 03","79.80","79.37",""
"2023-12-16 04","79.80","79.37",""
"2023-12-16 05","79.80","79.37",""
"2023-12-16 06","79.11","78.68",""
"2023-12-16 07","79.80","79.37",""
"2023-12-16 08","21.77","21.65",""
"2023-12-16 09","0.00","0.00",""
"2023-12-16 10","0.00","0.00",""
"2023-12-16 11","0.00","0.00",""
"2023-12-16 12","0.00","0.00",""
"2023-12-16 13","0.00","0.00",""
"2023-12-16 14","0.00","0.00",""
"2023-12-16 15","0.00","0.00",""
"2023-12-16 16","0.00","0.00",""
"2023-12-16 17","0.00","0.00",""
"2023-12-16 18","0.00","0.00",""
"2023-12-16 19","0.00","0.00",""
"2023-12-16 20","57.36","56.32",""
"2023-12-16 21","250.91","246.39",""
"2023-12-16 22","160.31","157.42",""
"2023-12-16 23","102.51","100.66",""
"2023-12-16 24","102.51","100.66",""
"2023-12-17 01","105.69","103.20",""
"2023-12-17 02","100.62","98.24",""
"2023-12-17 03","98.61","96.28",""
"2023-12-17 04","98.61","96.28",""
"2023-12-17 05","98.61","96.28",""
"2023-12-17 06","102.86","100.43",""
"2023-12-17 07","101.09","98.70",""
"2023-12-17 08","21.43","20.92",""
"2023-12-17 09","0.00","0.00",""
"2023-12-17 10","0.00","0.00",""
"2023-12-17 11","0.00","0.00",""
"2023-12-17 12","0.00","0.00",""
"2023-12-17 13","0.00","0.00",""
"2023-12-17 14","0.00","0.00",""
"2023-12-17 15","0.00","0.00",""
"2023-12-17 16","0.00","0.00",""
"2023-12-17 17","0.00","0.00",""
"2023-12-17 18","0.00","0.00",""
"2023-12-17 19","0.00","0.00",""
"2023-12-17 20","0.00","0.00",""
"2023-12-17 21","50.24","47.94",""
"2023-12-17 22","59.46","56.73",""
"2023-12-17 23","56.44","53.85",""
"2023-12-17 24","59.18","56.47",""
"2023-12-18 01","57.52","55.04",""
"2023-12-18 02","59.75","57.17",""
"2023-12-18 03","64.96","62.15",""
"2023-12-18 04","64.96","62.15",""
"2023-12-18 05","70.73","67.67",""
"2023-12-18 06","76.90","73.58",""
"2023-12-18 07","78.34","74.95",""
"2023-12-18 08","28.11","26.89",""
"2023-12-18 09","0.00","0.00",""
"2023-12-18 10","0.00","0.00",""
"2023-12-18 11","0.00","0.00",""
"2023-12-18 12","0.00","0.00",""
"2023-12-18 13","0.00","0.00",""
"2023-12-18 14","0.00","0.00",""
"2023-12-18 15","0.00","0.00",""
"2023-12-18 16","0.00","0.00",""
"2023-12-18 17","0.00","0.00",""
"2023-12-18 18","0.00","0.00",""
"2023-12-18 19","0.00","0.00",""
"2023-12-18 20","22.75","21.77",""
"2023-12-18 21","193.50","185.11",""
"2023-12-18 22","190.60","182.33",""
"2023-12-18 23","115.78","110.77",""
"2023-12-18 24","80.96","77.45",""
"2023-12-19 01","81.03","79.48",""
"2023-12-19 02","81.03","79.48",""
"2023-12-19 03","81.03","79.48",""
"2023-12-19 04","81.03","79.48",""
"2023-12-19 05","81.03","79.48",""
"2023-12-19 06","81.03","79.48",""
"2023-12-19 07","81.03","79.48",""
"2023-12-19 08","22.88","22.44",""
"2023-12-19 09","0.00","0.00",""
"2023-12-19 10","0.00","0.00",""
"2023-12-19 11","0.00","0.00",""
"2023-12-19 12","0.00","0.00",""
"2023-12-19 13","0.00","0.00",""
"2023-12-19 14","0.00","0.00",""
"2023-12-19 15","0.00","0.00",""
"2023-12-19 16","0.00","0.00",""
"2023-12-19 17","0.00","0.00",""
"2023-12-19 18","0.00","0.00",""
"2023-12-19 19","0.00","0.00",""
"2023-12-19 20","42.83","41.42",""
"2023-12-19 21","161.79","156.43",""
"2023-12-19 22","171.11","165.44",""
"2023-12-19 23","171.11","165.44",""
"2023-12-19 24","171.11","165.44",""
"2023-12-20 01","96.79","94.13",""
"2023-12-20 02","96.79","94.13",""
"2023-12-20 03","96.79","94.13",""
"2023-12-20 04","96.79","94.13",""
"2023-12-20 05","96.79","94.13",""
"2023-12-20 06","96.79","94.13",""
"2023-12-20 07","96.79","94.13",""
"2023-12-20 08","29.47","28.66",""
"2023-12-20 09","0.00","0.00",""
"2023-12-20 10","0.00","0.00",""
"2023-12-20 11","0.00","0.00",""
"2023-12-20 12","0.00","0.00",""
"2023-12-20 13","0.00","0.00",""
"2023-12-20 14","0.00","0.00",""
"2023-12-20 15","0.00","0.00",""
"2023-12-20 16","0.00","0.00",""
"2023-12-20 17","0.00","0.00",""
"2023-12-20 18","0.00","0.00",""
"2023-12-20 19","0.00","0.00",""
"2023-12-20 20","28.16","27.06",""
"2023-12-20 21","83.06","79.83",""
"2023-12-20 22","62.69","60.25",""
"2023-12-20 23","74.03","71.15",""
"2023-12-20 24","79.31","76.23",""
"2023-12-21 01","68.00","66.49",""
"2023-12-21 02","65.81","64.35",""
"2023-12-21 03","63.61","62.20",""
"2023-12-21 04","72.17","70.56",""
"2023-12-21 05","86.94","85.00",""
"2023-12-21 06","86.94","85.00",""
"2023-12-21 07","82.26","80.43",""
"2023-12-21 08","41.45","40.53",""
"2023-12-21 09","0.00","0.00",""
"2023-12-21 10","0.00","0.00",""
"2023-12-21 11","0.00","0.00",""
"2023-12-21 12","0.00","0.00",""
"2023-12-21 13","0.00","0.00",""
"2023-12-21 14","0.00","0.00",""
"2023-12-21 15","0.00","0.00",""
"2023-12-21 16","0.00","0.00",""
"2023-12-21 17","0.00","0.00",""
"2023-12-21 18","0.00","0.00",""
"2023-12-21 19","0.00","0.00",""
"2023-12-21 20","24.92","24.31",""
"2023-12-21 21","81.24","79.24",""
"2023-12-21 22","86.26","84.14",""
"2023-12-21 23","86.26","84.14",""
"2023-12-21 24","77.25","75.35",""
"2023-12-22 01","71.76","70.17",""
"2023-12-22 02","70.34","68.78",""
"2023-12-22 03","70.51","68.95",""
"2023-12-22 04","72.08","70.48",""
"2023-12-22 05","72.25","70.65",""
"2023-12-22 06","74.12","72.48",""
"2023-12-22 07","72.63","71.02",""
"2023-12-22 08","25.65","25.08",""
"2023-12-22 09","0.00","0.00",""
"2023-12-22 10","0.00","0.00",""
"2023-12-22 11","0.00","0.00",""
"2023-12-22 12","0.00","0.00",""
"2023-12-22 13","0.00","0.00",""
"2023-12-22 14","0.00","0.00",""
"2023-12-22 15","0.00","0.00",""
"2023-12-22 16","0.00","0.00",""
"2023-12-22 17","0.00","0.00",""
"2023-12-22 18","0.00","0.00",""
"2023-12-22 19","0.00","0.00",""
"2023-12-22 20","29.96","29.40",""
"2023-12-22 21","83.05","81.51",""
"2023-12-22 22","86.83","85.21",""
"2023-12-22 23","86.83","85.21",""
"2023-12-22 24","86.83","85.21",""
"2023-12-23 01","90.02","89.09",""
"2023-12-23 02","75.86","75.07",""
"2023-12-23 03","74.60","73.82",""
"2023-12-23 04","73.93","73.16",""
"2023-12-23 05","73.93","73.16",""
"2023-12-23 06","73.93","73.16",""
"2023-12-23 07","66.04","65.36",""
"2023-12-23 08","32.32","31.98",""
"2023-12-23 09","0.00","0.00",""
"2023-12-23 10","0.00","0.00",""
"2023-12-23 11","0.00","0.00",""
"2023-12-23 12","0.00","0.00",""
"2023-12-23 13","0.00","0.00",""
"2023-12-23 14","0.00","0.00",""
"2023-12-23 15","0.00","0.00",""
"2023-12-23 16","0.00","0.00",""
"2023-12-23 17","0.00","0.00",""
"2023-12-23 18","0.00","0.00",""
"2023-12-23 19","0.00","0.00",""
"2023-12-23 20","32.25","32.24",""
"2023-12-23 21","142.09","142.07",""
"2023-12-23 22","176.56","176.54",""
"2023-12-23 23","149.39","149.37",""
"2023-12-23 24","110.46","110.44",""
"2023-12-24 01","72.24","72.02",""
"2023-12-24 02","64.93","64.73",""
"2023-12-24 03","65.81","65.61",""
"2023-12-24 04","65.81","65.61",""
"2023-12-24 05","65.81","65.61",""
"2023-12-24 06","65.81","65.61",""
"2023-12-24 07","59.64","59.46",""
"2023-12-24 08","31.23","31.14",""
"2023-12-24 09","0.00","0.00",""
"2023-12-24 10","0.00","0.00",""
"2023-12-24 11","0.00","0.00",""
"2023-12-24 12","0.00","0.00",""
"2023-12-24 13","0.00","0.00",""
"2023-12-24 14","0.00","0.00",""
"2023-12-24 15","0.00","0.00",""
"2023-12-24 16","0.00","0.00",""
"2023-12-24 17","0.00","0.00",""
"2023-12-24 18","0.00","0.00",""
"2023-12-24 19","0.00","0.00",""
"2023-12-24 20","7.46","7.34",""
"2023-12-24 21","74.59","73.39",""
"2023-12-24 22","73.92","72.73",""
"2023-12-24 23","70.54","69.40",""
"2023-12-24 24","70.54","69.40",""
"2023-12-25 01","63.14","62.62",""
"2023-12-25 02","62.09","61.58",""
"2023-12-25 03","68.60","68.03",""
"2023-12-25 04","70.16","69.58",""
"2023-12-25 05","70.34","69.76",""
"2023-12-25 06","62.09","61.58",""
"2023-12-25 07","58.88","58.40",""
"2023-12-25 08","7.51","7.45",""
"2023-12-25 09","0.00","0.00",""
"2023-12-25 10","0.00","0.00",""
"2023-12-25 11","0.00","0.00",""
"2023-12-25 12","0.00","0.00",""
"2023-12-25 13","0.00","0.00",""
"2023-12-25 14","0.00","0.00",""
"2023-12-25 15","0.00","0.00",""
"2023-12-25 16","0.00","0.00",""
"2023-12-25 17","0.00","0.00",""
"2023-12-25 18","0.00","0.00",""
"2023-12-25 19","0.00","0.00",""
"2023-12-25 20","16.92","16.93",""
"2023-12-25 21","78.09","78.12",""
"2023-12-25 22","78.09","78.12",""
"2023-12-25 23","75.03","75.06",""
"2023-12-25 24","74.76","74.79",""
"2023-12-26 01","74.32","73.80",""
"2023-12-26 02","80.33","79.76",""
"2023-12-26 03","81.12","80.55",""
"2023-12-26 04","74.49","73.97",""
"2023-12-26 05","70.07","69.58",""
"2023-12-26 06","70.07","69.58",""
"2023-12-26 07","70.07","69.58",""
"2023-12-26 08","59.65","59.23",""
"2023-12-26 09","0.00","0.00",""
"2023-12-26 10","0.00","0.00",""
"2023-12-26 11","0.00","0.00",""
"2023-12-26 12","0.00","0.00",""
