Hora;G solar;CMg;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,312691297;3,03;;
;0,615809344;1,61;;
;7,3527728;9,56;;
;7,377678896;1,61;;
;7,295583286;1,61;;
;7,403401341;1,60;;
;7,54553365;1,60;;
;7,342763831;10,91;;
;6,136174966;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,417802293;3,03;;
;7,487360079;1,61;;
;7,561440299;9,56;;
;7,377940925;1,61;;
;2,446536602;1,61;;
;2,027822447;1,60;;
;0,801591414;1,60;;
;0,701996023;10,91;;
;6,064795151;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,41436947;3,03;;
;1,21446383;1,61;;
;1,937631491;9,56;;
;2,034409353;1,61;;
;1,593462826;1,61;;
;1,640672984;1,60;;
;1,263777288;1,60;;
;0,175270456;10,91;;
;5,91330136;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,339094311;3,03;;
;1,243167477;1,61;;
;7,488362678;9,56;;
;7,384607348;1,61;;
;7,301756193;1,61;;
;7,393248934;1,60;;
;1,80545014;1,60;;
;7,258355827;10,91;;
;6,084855323;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,011525751;54,25;;
;6,90836718;3,03;;
;7,481575831;1,61;;
;7,358426345;9,56;;
;7,184294277;1,61;;
;7,227590633;1,61;;
;7,375235586;1,60;;
;7,461711214;1,60;;
;7,287570123;10,91;;
;6,176323782;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,438404602;3,03;;
;0,589259494;1,61;;
;1,378267802;9,56;;
;1,405640235;1,61;;
;2,146923591;1,61;;
;2,78395067;1,60;;
;0,350772036;1,60;;
;1,032332433;10,91;;
;6,206648537;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,008190675;54,25;;
;0,670409333;3,03;;
;1,406650208;1,61;;
;7,50889018;9,56;;
;7,343427168;1,61;;
;7,29364222;1,61;;
;7,387000317;1,60;;
;7,53264426;1,60;;
;7,349851909;10,91;;
;6,220707809;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,26889085;3,03;;
;1,122316297;1,61;;
;1,68041416;9,56;;
;2,469163245;1,61;;
;1,620682697;1,61;;
;1,347199276;1,60;;
;1,386598003;1,60;;
;0,902033669;10,91;;
;6,236952056;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,538782583;3,03;;
;0,672694131;1,61;;
;0,48296866;9,56;;
;0,679796381;1,61;;
;0,495886704;1,61;;
;0,437072203;1,60;;
;0,687560192;1,60;;
;0,390713648;10,91;;
;0,125435167;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,18194173;3,03;;
;7,509235478;1,61;;
;7,499674505;9,56;;
;7,390643953;1,61;;
;7,426935244;1,61;;
;7,505461264;1,60;;
;7,588071979;1,60;;
;7,384687937;10,91;;
;6,266504443;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,015749809;54,25;;
;7,091258409;3,03;;
;7,684042092;1,61;;
;7,606726834;9,56;;
;7,412602013;1,61;;
;7,481792257;1,61;;
;7,542531127;1,60;;
;7,605483315;1,60;;
;7,38001787;10,91;;
;6,267772597;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,018755167;54,25;;
;7,195914456;3,03;;
;7,784478791;1,61;;
;7,692397281;9,56;;
;7,473311087;1,61;;
;3,299154048;1,61;;
;3,297806265;1,60;;
;1,745665078;1,60;;
;1,07555934;10,91;;
;6,406549739;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,020638008;54,25;;
;7,24092221;3,03;;
;7,834002302;1,61;;
;7,738467071;9,56;;
;7,498208031;1,61;;
;7,6402877;1,61;;
;7,722019413;1,60;;
;7,789167288;1,60;;
;7,573462715;10,91;;
;6,526623544;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,022724754;54,25;;
;7,195259185;3,03;;
;7,688684365;1,61;;
;7,63990997;9,56;;
;7,528692624;1,61;;
;7,496087978;1,61;;
;7,599108704;1,60;;
;7,688017305;1,60;;
;7,455175059;10,91;;
;6,440306781;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,024487622;54,25;;
;7,142802812;3,03;;
;7,68090493;1,61;;
;7,754915856;9,56;;
;7,624580668;1,61;;
;7,530947724;1,61;;
;7,593987186;1,60;;
;7,731413103;1,60;;
;7,549881277;10,91;;
;6,462702247;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,015;54,25;;
;0,23474027;3,03;;
;0,889565906;1,61;;
;0,776688265;9,56;;
;1,329119371;1,61;;
;0,86826684;1,61;;
;1,2793427;1,60;;
;1,600252917;1,60;;
;7,490911395;10,91;;
;6,445337684;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,028027557;54,25;;
;7,28330259;3,03;;
;7,858430196;1,61;;
;7,722804331;9,56;;
;7,647645507;1,61;;
;7,620366016;1,61;;
;7,702324139;1,60;;
;7,765735493;1,60;;
;7,581167865;10,91;;
;6,568667821;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,013906071;54,25;;
;0,56668504;3,03;;
;0,935953848;1,61;;
;1,968347359;9,56;;
;1,854311639;1,61;;
;3,341739757;1,61;;
;3,227103239;1,60;;
;7,943079345;1,60;;
;7,74390402;10,91;;
;6,684449122;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;-0,012422813;54,25;;
;0,125723622;3,03;;
;0,25649977;1,61;;
;1,195934066;9,56;;
;1,860746914;1,61;;
;1,021067676;1,61;;
;1,731971099;1,60;;
;2,435993492;1,60;;
;7,54049131;10,91;;
;6,533048709;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,033334253;54,25;;
;7,258291299;3,03;;
;7,758679847;1,61;;
;7,774499914;9,56;;
;7,682523289;1,61;;
;7,660614668;1,61;;
;7,755453495;1,60;;
;7,845574987;1,60;;
;7,678674296;10,91;;
;6,687689702;55,51;;
;-0,015;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,03566464;54,25;;
;7,405784763;3,03;;
;7,910719469;1,61;;
;7,78871234;9,56;;
;7,647636722;1,61;;
;7,826297364;1,61;;
;7,91145014;1,60;;
;7,921066164;1,60;;
;7,673230917;10,91;;
;0,423178987;55,51;;
;1,670867415;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,012740912;54,25;;
;0,425463404;3,03;;
;1,12743532;1,61;;
;7,733345595;9,56;;
;7,717504954;1,61;;
;7,757770217;1,61;;
;7,856455062;1,60;;
;7,950392395;1,60;;
;7,793703957;10,91;;
;6,867859319;55,51;;
;1,879932118;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,046998112;54,25;;
;0,429605703;3,03;;
;0,868630413;1,61;;
;7,994258893;9,56;;
;7,817864872;1,61;;
;7,718170251;1,61;;
;7,803268554;1,60;;
;7,890301252;1,60;;
;7,720528446;10,91;;
;6,7521111;55,51;;
;1,881018379;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,041097711;54,25;;
;0,364787002;3,03;;
;0,774740784;1,61;;
;7,962580008;9,56;;
;7,84644213;1,61;;
;7,774159481;1,61;;
;7,854234411;1,60;;
;7,929123337;1,60;;
;7,760751744;10,91;;
;6,759147089;55,51;;
;1,92632625;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,085736012;54,25;;
;7,50288144;3,03;;
;1,808420145;1,61;;
;7,88424358;9,56;;
;7,779971228;1,61;;
;7,784065329;1,61;;
;7,870600253;1,60;;
;2,420972275;1,60;;
;1,415832732;10,91;;
;0,495385009;55,51;;
;2,155125217;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;5,142370701;54,25;;
;7,583056883;3,03;;
;7,99804804;1,61;;
;8,312294907;9,56;;
;8,141235813;1,61;;
;8,026206913;1,61;;
;8,110446309;1,60;;
;8,185500459;1,60;;
;8,03640185;10,91;;
;7,123062216;55,51;;
;2,439972047;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;0,033088144;54,25;;
;0,222730008;3,03;;
;0,271026174;1,61;;
;0,553441187;9,56;;
;0,607426319;1,61;;
;0,846035132;1,61;;
;2,574711253;1,60;;
;1,205422403;1,60;;
;1,261642401;10,91;;
;0,337735627;55,51;;
;2,297735234;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;92,70;;
;-0,015;90,81;;
;-0,015;89,04;;
;-0,015;88,64;;
;-0,015;88,65;;
;-0,015;88,65;;
;-0,015;90,81;;
;-0,015;95,83;;
;5,106293721;54,25;;
;7,582659876;3,03;;
;8,080969969;1,61;;
;7,983569312;9,56;;
;7,942671311;1,61;;
;7,853135754;1,61;;
;7,942964815;1,60;;
;7,992944543;1,60;;
;7,825594247;10,91;;
;6,907442998;55,51;;
;2,409172954;127,35;;
;-0,015;128,33;;
;-0,015;123,88;;
;-0,015;123,91;;
;-0,015;98,45;;
;-0,015;96,68;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;5,142062419;1,18;;
;7,48647885;7,22;;
;7,960069097;6,41;;
;7,983471435;6,41;;
;7,939245539;6,41;;
;7,868344278;6,51;;
;7,934998947;6,51;;
;7,986152224;6,51;;
;7,769039134;6,51;;
;6,82813646;26,38;;
;2,536623519;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;5,043551048;1,18;;
;7,407962899;7,22;;
;7,843906908;6,41;;
;7,894316583;6,41;;
;7,749244812;6,41;;
;7,694862208;6,51;;
;7,761685486;6,51;;
;7,836030104;6,51;;
;7,63221682;6,51;;
;6,756306462;26,38;;
;2,572300813;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,021292616;1,18;;
;0,465086708;7,22;;
;2,025223149;6,41;;
;1,853606322;6,41;;
;2,869079502;6,41;;
;3,635768123;6,51;;
;3,21985473;6,51;;
;2,302054814;6,51;;
;1,345525429;6,51;;
;0,515097557;26,38;;
;0,009934101;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,158685946;1,18;;
;7,522385275;7,22;;
;8,126758636;6,41;;
;2,81133193;6,41;;
;3,578044665;6,41;;
;2,821744957;6,51;;
;2,52425548;6,51;;
;2,844177509;6,51;;
;1,660144781;6,51;;
;0,627329305;26,38;;
;0,015331312;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,082920979;1,18;;
;0,506171945;7,22;;
;0,515136308;6,41;;
;0,510101132;6,41;;
;0,480065142;6,41;;
;0,536785212;6,51;;
;0,859746836;6,51;;
;1,631316253;6,51;;
;1,129889149;6,51;;
;0,357984122;26,38;;
;2,7963466;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,130349608;1,18;;
;0,688314087;7,22;;
;0,375098176;6,41;;
;7,835151469;6,41;;
;2,138722119;6,41;;
;3,264673541;6,51;;
;2,958385787;6,51;;
;2,14048424;6,51;;
;1,221800824;6,51;;
;0,391125447;26,38;;
;2,752403576;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,129789323;1,18;;
;0,740176656;7,22;;
;1,831545803;6,41;;
;7,851297303;6,41;;
;7,805692841;6,41;;
;7,786623479;6,51;;
;0,696414819;6,51;;
;0,678184086;6,51;;
;0,621991812;6,51;;
;0,437515871;26,38;;
;2,764225374;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,047024383;1,18;;
;0,226813392;7,22;;
;0,337080638;6,41;;
;0,570124321;6,41;;
;0,475169963;6,41;;
;0,498785836;6,51;;
;0,456949961;6,51;;
;0,359835376;6,51;;
;0,261287624;6,51;;
;0,154343959;26,38;;
;2,853873784;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,072675941;1,18;;
;0,235146485;7,22;;
;0,974540513;6,41;;
;0,781455673;6,41;;
;3,589725211;6,41;;
;1,754136546;6,51;;
;1,433501854;6,51;;
;0,900753867;6,51;;
;1,306024172;6,51;;
;0,320119216;26,38;;
;3,030096418;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,15533436;1,18;;
;0,685904423;7,22;;
;1,702426975;6,41;;
;1,638494637;6,41;;
;1,192962072;6,41;;
;1,742407435;6,51;;
;1,552454328;6,51;;
;0,67770439;6,51;;
;0,676485633;6,51;;
;0,290984705;26,38;;
;3,116137643;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,185189812;1,18;;
;0,512361985;7,22;;
;1,452860404;6,41;;
;2,133033745;6,41;;
;1,40006357;6,41;;
;0,513365078;6,51;;
;0,46700335;6,51;;
;1,515001785;6,51;;
;0,242566196;6,51;;
;0,217091242;26,38;;
;3,183709091;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,019521104;1,18;;
;0,308563635;7,22;;
;0,569853323;6,41;;
;0,635127381;6,41;;
;0,497579911;6,41;;
;0,520353193;6,51;;
;1,18943377;6,51;;
;0,37361196;6,51;;
;1,297314534;6,51;;
;7,102766116;26,38;;
;3,28262875;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;5,727417197;1,18;;
;7,757574168;7,22;;
;8,222364501;6,41;;
;8,327110105;6,41;;
;8,225806828;6,41;;
;8,186015127;6,51;;
;8,300016623;6,51;;
;8,353498369;6,51;;
;8,237148492;6,51;;
;7,332137353;26,38;;
;3,515696348;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;5,73934742;1,18;;
;7,714475526;7,22;;
;8,233308482;6,41;;
;8,317904484;6,41;;
;8,25509923;6,41;;
;8,268120523;6,51;;
;8,435374578;6,51;;
;8,44103592;6,51;;
;8,212639629;6,51;;
;7,347300796;26,38;;
;3,663359718;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;6,062888027;1,18;;
;7,877545387;7,22;;
;2,22694901;6,41;;
;8,336880059;6,41;;
;8,264346084;6,41;;
;4,314263585;6,51;;
;3,848711911;6,51;;
;8,32796694;6,51;;
;8,163934809;6,51;;
;7,318586812;26,38;;
;3,772128663;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;5,884966094;1,18;;
;0,840754608;7,22;;
;1,607312567;6,41;;
;1,834760282;6,41;;
;1,857435968;6,41;;
;1,704541274;6,51;;
;3,665939824;6,51;;
;8,313543249;6,51;;
;1,189062907;6,51;;
;7,232274011;26,38;;
;3,727648409;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;5,948005865;1,18;;
;7,802076913;7,22;;
;8,154880635;6,41;;
;8,295595077;6,41;;
;8,234840343;6,41;;
;8,273391938;6,51;;
;8,369183332;6,51;;
;8,431893022;6,51;;
;8,21375893;6,51;;
;7,31089637;26,38;;
;3,738529386;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;6,358200834;1,18;;
;8,085220481;7,22;;
;8,415826789;6,41;;
;8,500779905;6,41;;
;8,490659818;6,41;;
;8,493386168;6,51;;
;8,548788927;6,51;;
;8,570535426;6,51;;
;8,370907083;6,51;;
;7,540090877;26,38;;
;4,023690476;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
;-0,015;88,02;;
;-0,015;86,40;;
;-0,015;83,85;;
;-0,015;78,42;;
;-0,015;77,56;;
;-0,015;75,89;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;75,95;;
;-0,015;77,46;;
;-0,015;26,47;;
;0,064910269;1,18;;
;0,6503953;7,22;;
;0,872572065;6,41;;
;0,732330875;6,41;;
;0,700262599;6,41;;
;0,81064838;6,51;;
;0,47949868;6,51;;
;0,390258431;6,51;;
;0,823406614;6,51;;
;0,342265654;26,38;;
;0,000274306;32,52;;
;-0,015;87,59;;
;-0,015;88,28;;
