Hora;G solar;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;9,526847976;;
8;18,58668592;;
9;21,58818026;;
10;22,78345542;;
11;23,39949154;;
12;23,76306604;;
13;23,44672157;;
14;23,50060457;;
15;23,58055633;;
16;22,92628594;;
17;21,2647505;;
18;17,83387474;;
19;6,190457762;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,108993326;;
8;1,340870895;;
9;3,309652719;;
10;7,696304632;;
11;23,06875307;;
12;23,22416042;;
13;23,50210621;;
14;23,42344131;;
15;23,39804894;;
16;22,79147307;;
17;21,2733658;;
18;17,7107557;;
19;5,723356629;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;9,028881738;;
8;18,4151143;;
9;21,46302005;;
10;22,85854966;;
11;23,35399156;;
12;23,58300794;;
13;23,62496999;;
14;23,43404147;;
15;23,31867896;;
16;22,70975639;;
17;21,14013513;;
18;17,66918782;;
19;5,21487502;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,033954786;;
8;1,059348118;;
9;2,268516186;;
10;4,592425583;;
11;22,71392331;;
12;23,35719466;;
13;23,5506326;;
14;23,69081381;;
15;23,50415952;;
16;22,86452048;;
17;21,23359879;;
18;17,56831924;;
19;4,713339266;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,022684149;;
8;0,911864645;;
9;2,316485118;;
10;6,06170967;;
11;22,77127631;;
12;22,99011648;;
13;23,19203813;;
14;23,18604125;;
15;23,30907893;;
16;22,62076448;;
17;21,06210353;;
18;17,41683479;;
19;4,117403354;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;8,230646525;;
8;18,15434546;;
9;21,13579085;;
10;22,59084752;;
11;22,90631504;;
12;23,26977022;;
13;23,24488595;;
14;23,25396839;;
15;23,18868365;;
16;22,55471056;;
17;21,08015582;;
18;17,30982345;;
19;3,394693665;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;8,099174706;;
8;18,05982784;;
9;21,27794825;;
10;22,6651045;;
11;23,23920766;;
12;23,26371947;;
13;23,35180537;;
14;23,18501549;;
15;23,12229901;;
16;22,4952442;;
17;20,95399212;;
18;17,19897013;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,016584547;;
8;17,92444028;;
9;20,97869364;;
10;22,22991746;;
11;22,90086025;;
12;23,01749177;;
13;23,02834706;;
14;23,23473181;;
15;23,09439722;;
16;22,43551818;;
17;20,83632416;;
18;17,01843773;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,017195977;;
8;1,123764116;;
9;3,334396397;;
10;22,22980937;;
11;22,68220188;;
12;22,78587054;;
13;22,97020549;;
14;23,11937113;;
15;23,07366492;;
16;22,42143163;;
17;20,77815812;;
18;16,95010448;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,0255491;;
8;0,910598353;;
9;1,802376793;;
10;3,619418011;;
11;22,71232529;;
12;22,82134964;;
13;22,87165398;;
14;22,96791815;;
15;22,67880957;;
16;22,15729774;;
17;20,48616827;;
18;16,60876144;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;6,93354323;;
8;17,56462778;;
9;20,74824411;;
10;21,88946862;;
11;22,36661524;;
12;22,66724824;;
13;22,69810375;;
14;22,66822955;;
15;22,56785222;;
16;22,01619618;;
17;20,34424598;;
18;16,37355362;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;6,77512265;;
8;17,63113238;;
9;20,70030472;;
10;21,76522535;;
11;22,41278872;;
12;22,72094915;;
13;22,55918302;;
14;22,58284847;;
15;22,50113028;;
16;22,07815566;;
17;20,4703082;;
18;16,33771093;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,033324601;;
8;1,514702556;;
9;20,64445277;;
10;21,88655836;;
11;22,68588516;;
12;22,77968442;;
13;22,81260975;;
14;22,70258661;;
15;22,48230261;;
16;21,95800158;;
17;20,39205155;;
18;16,31513499;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,008873958;;
8;1,243661662;;
9;20,7503328;;
10;21,55827362;;
11;21,91343666;;
12;22,58099677;;
13;22,80373633;;
14;22,7205581;;
15;22,61108581;;
16;22,13246808;;
17;20,5460217;;
18;16,37702113;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;6,22907834;;
8;17,74893128;;
9;20,70014785;;
10;21,914661;;
11;22,52684561;;
12;22,67108861;;
13;22,54973557;;
14;22,68196476;;
15;22,5567532;;
16;21,84049832;;
17;20,3668818;;
18;16,20830021;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,006501482;;
8;0,94714164;;
9;3,112180733;;
10;21,56404657;;
11;21,92941499;;
12;22,22464796;;
13;11,07064279;;
14;9,326991501;;
15;11,11376495;;
16;21,96795153;;
17;20,28791905;;
18;15,82464066;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;0,037371413;;
8;17,65360967;;
9;20,82257988;;
10;21,71671772;;
11;21,94922503;;
12;22,3297778;;
13;22,47870915;;
14;22,4490312;;
15;22,4329709;;
16;22,00049566;;
17;20,26568096;;
18;15,79727877;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;1,296247062;;
9;2,841530162;;
10;7,988739275;;
11;22,4528567;;
12;22,14203934;;
13;13,87729277;;
14;12,96099275;;
15;9,203151312;;
16;4,376459805;;
17;3,82370894;;
18;15,65023113;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,702978049;;
9;1,263878627;;
10;1,894405896;;
11;3,601427846;;
12;4,519310206;;
13;5,286857185;;
14;6,43489453;;
15;10,42944965;;
16;6,593263006;;
17;3,636682773;;
18;15,38405535;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,819836213;;
9;3,368750641;;
10;21,46355385;;
11;22,00809928;;
12;21,60009648;;
13;21,90876255;;
14;22,18476461;;
15;22,14910615;;
16;21,71382424;;
17;20,05230086;;
18;15,29002985;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,97524902;;
9;20,20483371;;
10;8,280509361;;
11;10,75775023;;
12;13,29133199;;
13;11,82373832;;
14;11,25266898;;
15;7,492430607;;
16;4,672320735;;
17;2,536030674;;
18;15,051232;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,732781043;;
9;1,583148621;;
10;7,567106111;;
11;4,625710458;;
12;10,40392385;;
13;9,675149427;;
14;5,776479956;;
15;3,159053081;;
16;6,05696756;;
17;3,084163873;;
18;14,5669405;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;1,327746614;;
9;1,730359375;;
10;5,758958904;;
11;1,465112298;;
12;1,738299367;;
13;1,811514404;;
14;1,666448027;;
15;21,86698406;;
16;21,36946474;;
17;19,55879798;;
18;14,40768262;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,22835844;;
9;20,37487661;;
10;21,23216441;;
11;21,65192194;;
12;22,04006212;;
13;9,696823506;;
14;8,731969034;;
15;8,643737046;;
16;21,50041901;;
17;19,65126761;;
18;14,61439459;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,13591987;;
9;20,27995414;;
10;21,30870322;;
11;22,01242099;;
12;21,93212656;;
13;10,39676027;;
14;22,25514995;;
15;21,9397204;;
16;21,32587562;;
17;19,61001937;;
18;14,48472907;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,06403681;;
9;20,21173676;;
10;21,14710556;;
11;21,69935339;;
12;22,07504937;;
13;21,84507696;;
14;21,9875491;;
15;21,8440629;;
16;21,19147775;;
17;19,41730881;;
18;14,27103662;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,890291035;;
9;20,20270351;;
10;21,28441416;;
11;21,80252136;;
12;21,84266804;;
13;21,91017666;;
14;21,83618972;;
15;21,8688651;;
16;21,17737337;;
17;19,41947237;;
18;14,14931135;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,5652176;;
9;1,311419057;;
10;1,75696879;;
11;2,935287444;;
12;4,281599665;;
13;4,668028843;;
14;4,236295164;;
15;3,550947235;;
16;3,139137779;;
17;2,291203372;;
18;14,18538171;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,50134911;;
9;20,80083114;;
10;21,8359899;;
11;22,01382371;;
12;21,9933727;;
13;22,12787403;;
14;22,14947609;;
15;22,13677686;;
16;21,49850723;;
17;19,75627477;;
18;14,165784;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;1,021435529;;
9;2,169179603;;
10;2,114291151;;
11;2,576497529;;
12;5,219569468;;
13;22,31911823;;
14;22,34451265;;
15;22,28763106;;
16;21,59140909;;
17;19,65392259;;
18;14,03590647;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,565072358;;
9;1,739815146;;
10;3,696295144;;
11;21,93987566;;
12;22,10428962;;
13;22,21963807;;
14;22,21843389;;
15;22,07079908;;
16;21,47311694;;
17;19,58387643;;
18;13,82455593;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,586551313;;
9;1,371925553;;
10;1,90028989;;
11;3,987761418;;
12;4,124429654;;
13;9,082393632;;
14;22,15803301;;
15;22,0527407;;
16;21,50910453;;
17;19,53051137;;
18;13,56264302;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,59887013;;
9;20,90026015;;
10;21,89809421;;
11;22,10992201;;
12;22,07623522;;
13;21,97283084;;
14;22,17071434;;
15;22,00372916;;
16;21,44080156;;
17;19,46879894;;
18;13,39232398;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,713603694;;
9;1,639997111;;
10;4,707045208;;
11;9,514647963;;
12;22,17451449;;
13;22,06242367;;
14;22,17253115;;
15;22,26435521;;
16;21,74347716;;
17;19,78599128;;
18;13,45121437;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,551526625;;
9;1,234977054;;
10;1,914669183;;
11;22,21930725;;
12;21,84663247;;
13;21,98420463;;
14;22,08179228;;
15;22,15927495;;
16;21,49893749;;
17;1,538998871;;
18;13,14671677;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,541025035;;
9;1,338531251;;
10;2,376370841;;
11;21,60708792;;
12;21,94657181;;
13;21,92460608;;
14;22,0532059;;
15;21,9034767;;
16;21,39778865;;
17;19,40462587;;
18;12,80344469;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,19402638;;
9;20,60224258;;
10;21,55370009;;
11;21,8135081;;
12;21,90282476;;
13;21,75457865;;
14;21,87388976;;
15;21,71041484;;
16;21,16594712;;
17;19,15676468;;
18;12,5470043;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,906250408;;
9;2,767033004;;
10;21,74741015;;
11;21,82310221;;
12;21,93984622;;
13;21,91604941;;
14;21,90114551;;
15;21,87108277;;
16;21,3418039;;
17;19,29754368;;
18;12,41165228;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;17,01118041;;
9;20,10944752;;
10;21,40742735;;
11;21,65096601;;
12;21,76839739;;
13;21,65705084;;
14;21,68766191;;
15;21,61671111;;
16;21,07872658;;
17;19,0287225;;
18;12,04563991;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,651216127;;
9;1,800739814;;
10;4,188880693;;
11;21,17981891;;
12;20,98896901;;
13;21,40021149;;
14;21,66607219;;
15;21,81079922;;
16;21,18855404;;
17;19,22074216;;
18;11,87593022;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,83205067;;
9;20,25819376;;
10;20,98537072;;
11;20,65667333;;
12;21,27793425;;
13;21,23998204;;
14;21,45479172;;
15;21,4858652;;
16;20,89439484;;
17;18,86321534;;
18;11,55540145;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,493579788;;
9;1,269860801;;
10;1,858916325;;
11;3,32994999;;
12;5,234166449;;
13;21,24726558;;
14;21,37939307;;
15;21,39850788;;
16;20,79742322;;
17;18,81450722;;
18;11,21958363;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,45777204;;
9;20,03881577;;
10;21,05417521;;
11;21,21627967;;
12;21,24116436;;
13;21,11875136;;
14;21,31959915;;
15;21,41371834;;
16;20,78498834;;
17;18,48366831;;
18;10,79444944;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,42303425;;
9;20,12324063;;
10;21,19669028;;
11;21,18499717;;
12;21,10407985;;
13;21,19301391;;
14;21,16437004;;
15;21,27826327;;
16;20,67973121;;
17;18,41030249;;
18;10,35791676;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;1,168568833;;
9;2,2850982;;
10;4,703639932;;
11;8,250506798;;
12;11,40369172;;
13;21,08753052;;
14;21,13722798;;
15;21,05048012;;
16;5,354907639;;
17;1,391581216;;
18;10,01339413;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,56820077;;
9;20,15849618;;
10;20,8051653;;
11;21,11164404;;
12;21,13417841;;
13;21,15344576;;
14;21,27614375;;
15;21,2075309;;
16;20,65754353;;
17;18,51365645;;
18;10,06503147;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,89940301;;
9;20,55824396;;
10;21,40011807;;
11;21,49542498;;
12;21,54994299;;
13;21,47368208;;
14;21,49929461;;
15;21,53045259;;
16;20,92454191;;
17;18,6986746;;
18;10,06408517;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,474647519;;
9;1,12148419;;
10;1,705984269;;
11;6,778295044;;
12;8,299533712;;
13;21,21809126;;
14;21,45158249;;
15;21,41415668;;
16;20,84758384;;
17;18,53391981;;
18;9,52188966;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,684728667;;
9;1,705485543;;
10;3,178156153;;
11;4,553455857;;
12;8,989250561;;
13;9,210465954;;
14;8,169877076;;
15;21,23658184;;
16;20,66461376;;
17;18,34006003;;
18;8,999024244;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,15465655;;
9;20,01007875;;
10;20,79697046;;
11;20,99436774;;
12;21,03807517;;
13;21,03504697;;
14;21,08498412;;
15;21,14907684;;
16;20,50928942;;
17;18,19979936;;
18;8,726377006;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;16,49730258;;
9;20,23588382;;
10;21,0882923;;
11;21,08468397;;
12;21,05185742;;
13;20,965804;;
14;21,20968441;;
15;21,26196272;;
16;20,68489516;;
17;18,38110955;;
18;8,617230183;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,559279175;;
9;1,397093149;;
10;2,747949322;;
11;21,30127574;;
12;21,17001635;;
13;21,07989338;;
14;21,14721378;;
15;21,21251446;;
16;20,57211275;;
17;18,1908994;;
18;8,181187091;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,433584216;;
9;1,33817047;;
10;1,701894236;;
11;5,672034771;;
12;20,9908205;;
13;20,90821724;;
14;21,15093416;;
15;20,79062088;;
16;20,63239084;;
17;17,94349734;;
18;7,705883683;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,771414454;;
9;1,652818145;;
10;1,106938432;;
11;2,871147161;;
12;3,724485132;;
13;1,90403772;;
14;6,388639711;;
15;4,683106465;;
16;19,99272325;;
17;17,50265137;;
18;6,955463907;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,55025931;;
9;2,072405006;;
10;20,47445069;;
11;20,59456946;;
12;20,30194156;;
13;20,46264058;;
14;20,61799005;;
15;20,67547806;;
16;20,1090199;;
17;17,58801255;;
18;6,658586842;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;15,17885281;;
9;19,33935794;;
10;20,44480662;;
11;20,70592968;;
12;20,3092252;;
13;20,32678828;;
14;20,48216594;;
15;20,65862901;;
16;20,01217043;;
17;17,44690552;;
18;6,276765529;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,623703245;;
9;1,941148407;;
10;3,39350701;;
11;20,58487654;;
12;20,53709285;;
13;20,42121766;;
14;20,55170662;;
15;20,5709463;;
16;19,95796715;;
17;17,43281915;;
18;5,963566089;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,336478275;;
9;0,972638078;;
10;1,087966819;;
11;2,109786224;;
12;2,911240756;;
13;9,011193732;;
14;20,59218602;;
15;20,74741553;;
16;19,96540726;;
17;17,43497258;;
18;5,604982475;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;15,11101905;;
9;1,185870785;;
10;3,457645917;;
11;20,47582846;;
12;20,39822874;;
13;20,4223;;
14;20,60705188;;
15;20,60112322;;
16;19,94113008;;
17;17,31404409;;
18;5,228069809;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,495512999;;
9;1,306462713;;
10;1,896170774;;
11;19,94970417;;
12;20,02456687;;
13;20,01780133;;
14;20,10672982;;
15;20,2982558;;
16;19,59510878;;
17;16,95290277;;
18;4,680052486;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;15,04927849;;
9;19,24973649;;
10;20,0463233;;
11;20,10253502;;
12;20,17897832;;
13;8,056514825;;
14;7,130857106;;
15;5,136292801;;
16;3,705402472;;
17;0,901451929;;
18;4,276025757;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;15,00875572;;
9;19,28866775;;
