Hora;G solar;;
10;20,21336726;;
11;20,45925032;;
12;20,43400679;;
13;20,48192933;;
14;20,63972924;;
15;20,67800723;;
16;19,99403812;;
17;17,30884846;;
18;4,061379187;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;15,31323238;;
9;19,36214733;;
10;20,4178537;;
11;20,44999694;;
12;20,3959436;;
13;20,29789922;;
14;20,43150131;;
15;20,56131352;;
16;19,93626557;;
17;17,2123213;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,422401113;;
9;1,863410041;;
10;4,164863688;;
11;20,58680795;;
12;20,31075272;;
13;20,41200094;;
14;20,48900477;;
15;20,71474398;;
16;20,13799413;;
17;17,45133593;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;15,26335036;;
9;2,606744149;;
10;4,238449165;;
11;20,15545789;;
12;19,90998447;;
13;19,8587198;;
14;20,03542508;;
15;20,30260618;;
16;19,72651457;;
17;16,87979116;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,136046824;;
9;2,283083836;;
10;4,602651458;;
11;6,873983951;;
12;19,31169231;;
13;19,29289683;;
14;20,0716916;;
15;20,14007945;;
16;19,5371299;;
17;16,59478449;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;14,40225419;;
9;18,83567299;;
10;19,85804897;;
11;19,97400119;;
12;19,74710219;;
13;19,66930227;;
14;19,9186676;;
15;20,03666884;;
16;19,40134923;;
17;16,56007934;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;14,28603549;;
9;19,04109416;;
10;20,06992799;;
11;19,82289095;;
12;19,54879231;;
13;19,53579183;;
14;19,79244046;;
15;19,8717404;;
16;3,449020851;;
17;16,23562709;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;14,58839642;;
9;19,21440115;;
10;19,80516137;;
11;20,18918283;;
12;19,83539975;;
13;19,75960922;;
14;19,98303798;;
15;20,05982765;;
16;19,51480194;;
17;16,76329794;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;14,74043802;;
9;19,2914691;;
10;5,438784068;;
11;7,157566427;;
12;9,866652777;;
13;19,93210108;;
14;20,08598078;;
15;7,207601968;;
16;19,58467695;;
17;16,68427745;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,305121533;;
9;0,970329421;;
10;1,038511827;;
11;1,662568173;;
12;2,663922221;;
13;5,944716452;;
14;19,93176883;;
15;20,08327465;;
16;19,41016886;;
17;16,35626105;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,398679247;;
9;1,351771621;;
10;3,074918071;;
11;5,929808504;;
12;19,71070115;;
13;19,6591561;;
14;19,98099897;;
15;19,98678849;;
16;19,26610241;;
17;16,2404511;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,22433134;;
9;1,002485491;;
10;0,958125845;;
11;1,722115396;;
12;2,952164914;;
13;2,907720026;;
14;1,383280304;;
15;1,527937497;;
16;3,068087847;;
17;15,98796298;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,257049239;;
9;1,137250165;;
10;1,882166081;;
11;19,45372984;;
12;18,98726225;;
13;19,08481404;;
14;19,54906766;;
15;19,75222101;;
16;19,13217602;;
17;16,02901024;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;13,8115678;;
9;18,74728183;;
10;19,51139075;;
11;19,33661779;;
12;19,11094763;;
13;19,26641327;;
14;19,57648431;;
15;19,79917942;;
16;19,1564957;;
17;16,00916579;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,251147759;;
9;0,91680449;;
10;1,617741776;;
11;2,389166916;;
12;19,42055595;;
13;19,41523233;;
14;19,56789048;;
15;19,63773404;;
16;19,0603012;;
17;15,92504993;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,270631635;;
9;1,022465907;;
10;1,903304843;;
11;19,56868088;;
12;19,18723763;;
13;18,98283883;;
14;19,25573456;;
15;19,36805716;;
16;18,68853372;;
17;15,52977105;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,293996739;;
9;1,191105593;;
10;1,932382328;;
11;3,978178878;;
12;6,267123129;;
13;18,98185706;;
14;19,24097348;;
15;19,37991455;;
16;18,69572282;;
17;15,58396847;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,187295672;;
9;0,945411417;;
10;1,26551698;;
11;1,864449973;;
12;2,907986433;;
13;7,92120045;;
14;19,16958067;;
15;19,37141111;;
16;18,75345373;;
17;15,49431024;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;13,17793025;;
9;18,26856979;;
10;19,23394979;;
11;19,19726798;;
12;18,87514559;;
13;18,87385282;;
14;19,13798739;;
15;19,27077876;;
16;18,63625661;;
17;15,51166184;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;12,94391106;;
9;18,28249788;;
10;19,41280808;;
11;19,34371795;;
12;19,03830211;;
13;8,50399939;;
14;19,38168955;;
15;4,852310342;;
16;2,139010151;;
17;15,54760067;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,118607912;;
9;0,467220636;;
10;0,692753442;;
11;0,966995568;;
12;1,659366202;;
13;1,163093598;;
14;2,271698204;;
15;2,029803997;;
16;1,429047043;;
17;15,22430185;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,144800493;;
9;0,760653648;;
10;1,160772532;;
11;4,451355641;;
12;5,531281474;;
13;18,97395786;;
14;19,127025;;
15;19,3174916;;
16;18,62316081;;
17;15,28295819;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,16299428;;
9;0,750734123;;
10;1,425325053;;
11;2,131844882;;
12;5,364170011;;
13;5,548800551;;
14;4,753538479;;
15;3,58094042;;
16;1,92858049;;
17;0,582836902;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;11,83793888;;
9;17,69532593;;
10;19,22081415;;
11;19,11845528;;
12;18,62371796;;
13;18,52480842;;
14;18,84608901;;
15;19,03911984;;
16;18,32526109;;
17;14,95077892;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;11,94089525;;
9;17,67349395;;
10;18,64180376;;
11;18,55364552;;
12;18,33280804;;
13;18,55975253;;
14;18,71301131;;
15;18,937876;;
16;18,31872805;;
17;15,0813809;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,280915889;;
9;1,539084889;;
10;3,23140269;;
11;18,96597034;;
12;18,64373055;;
13;18,56940494;;
14;18,88829857;;
15;19,17381317;;
16;18,52412046;;
17;15,12401127;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,166934593;;
9;1,126598396;;
10;3,322825332;;
11;6,286062802;;
12;8,436849089;;
13;8,728451935;;
14;7,47273479;;
15;3,98971973;;
16;2,143671673;;
17;15,32919115;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,258716888;;
9;18,06318411;;
10;19,28130009;;
11;19,05469693;;
12;18,76675397;;
13;18,83391879;;
14;19,07461217;;
15;19,22184996;;
16;18,51134649;;
17;15,09608604;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;12,27883523;;
9;18,21236558;;
10;19,22830477;;
11;19,13677077;;
12;18,96511175;;
13;18,97866535;;
14;19,32818622;;
15;19,42569695;;
16;18,73189672;;
17;15,32968797;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;12,24682902;;
9;18,36387419;;
10;19,26272741;;
11;18,92485575;;
12;18,92356898;;
13;18,8222218;;
14;19,06545389;;
15;19,28364291;;
16;18,64194692;;
17;15,27660085;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;11,6685239;;
9;17,69364119;;
10;18,6962415;;
11;18,62029611;;
12;18,40051799;;
13;18,46452227;;
14;18,69169656;;
15;18,81354315;;
16;18,14530494;;
17;14,7738606;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;11,42598453;;
9;17,87583087;;
10;19,2020641;;
11;5,946329212;;
12;8,064801249;;
13;18,97410493;;
14;19,21856412;;
15;19,40754772;;
16;18,70829574;;
17;15,34110611;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,283480943;;
9;18,24549729;;
10;19,55475374;;
11;19,50927076;;
12;19,04919769;;
13;7,55755484;;
14;7,285113586;;
15;19,58296492;;
16;2,521310765;;
17;15,64999648;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,123746972;;
9;18,57014085;;
10;3,285622072;;
11;19,71226579;;
12;19,26702656;;
13;19,13043938;;
14;19,41440011;;
15;19,6684556;;
16;18,99254299;;
17;15,55112337;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,034559166;;
9;0,942841851;;
10;1,613426405;;
11;3,473137023;;
12;19,26073148;;
13;19,12583207;;
14;19,3021384;;
15;19,42831488;;
16;18,7258248;;
17;15,36426547;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,06474508;;
9;1,545567269;;
10;19,21588241;;
11;19,12592679;;
12;18,75785632;;
13;18,65192694;;
14;18,93046416;;
15;19,11051377;;
16;18,43026408;;
17;14,9525885;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,783652119;;
10;1,275252766;;
11;18,86928339;;
12;18,55519772;;
13;18,46519271;;
14;18,88094727;;
15;19,09848443;;
16;18,50880671;;
17;15,10833305;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,105661729;;
9;17,86396897;;
10;18,93801394;;
11;18,81849569;;
12;18,38950882;;
13;18,41110235;;
14;18,74121755;;
15;18,93684178;;
16;18,2843742;;
17;14,97869743;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,100024825;;
9;17,45293543;;
10;18,61687659;;
11;18,71442972;;
12;18,66504989;;
13;18,52820224;;
14;18,71873265;;
15;18,87906007;;
16;18,21316415;;
17;14,82676853;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,093006244;;
9;17,5549589;;
10;18,72863588;;
11;18,72627375;;
12;18,45619985;;
13;18,34745072;;
14;18,60654746;;
15;18,80291856;;
16;18,20953649;;
17;15,00272225;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,089961995;;
9;17,73795335;;
10;18,94429126;;
11;18,96297133;;
12;18,59650394;;
13;18,44312231;;
14;18,68221048;;
15;18,86621495;;
16;18,19526415;;
17;14,90218234;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,088784788;;
9;17,5480361;;
10;18,90154987;;
11;19,00571648;;
12;18,61824152;;
13;18,48593847;;
14;18,76715536;;
15;19,00263117;;
16;18,31810728;;
17;15,05074361;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,082772578;;
9;18,15889974;;
10;19,3343917;;
11;19,08731122;;
12;18,49777541;;
13;18,48020518;;
14;18,98393474;;
15;19,17971285;;
16;18,59388108;;
17;15,37897145;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,07888451;;
9;18,59392123;;
10;19,66856678;;
11;19,08438169;;
12;18,69125939;;
13;18,89022065;;
14;19,12543935;;
15;19,37157772;;
16;18,84203042;;
17;15,65340863;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,080728073;;
9;0,834423886;;
10;1,823629918;;
11;2,817092446;;
12;19,0236029;;
13;18,9141003;;
14;19,26399119;;
15;19,4580658;;
16;18,84586604;;
17;15,45125729;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,075314039;;
9;0,614933325;;
10;1,331673777;;
11;18,81083835;;
12;18,62141825;;
13;18,48199812;;
14;18,80449889;;
15;19,17668012;;
16;18,54485772;;
17;15,19672199;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,068315446;;
9;18,4696811;;
10;19,42937494;;
11;19,06415627;;
12;18,37230932;;
13;18,16909075;;
14;18,66653351;;
15;19,08853807;;
16;18,60586923;;
17;15,48383767;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,068000953;;
9;18,02245328;;
10;19,52293988;;
11;5,754172235;;
12;7,680992295;;
13;18,65947231;;
14;18,97685627;;
15;19,28608567;;
16;18,71045172;;
17;15,41479604;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,063829697;;
9;1,466115673;;
10;19,33314818;;
11;19,02440861;;
12;18,59006359;;
13;18,50859114;;
14;18,74257286;;
15;19,01508584;;
16;18,4787862;;
17;15,27262746;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,008500345;;
9;0,885922044;;
10;2,060993568;;
11;3,717019717;;
12;7,236431589;;
13;18,00249578;;
14;18,44193029;;
15;18,68403186;;
16;17,88433016;;
17;14,74387034;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,05994794;;
9;0,733370018;;
10;1,652171321;;
11;2,586723368;;
12;18,25753976;;
13;18,12294324;;
14;18,37549556;;
15;4,725561032;;
16;2,517715793;;
17;0,744479442;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,513994028;;
10;0,828900144;;
11;18,75116334;;
12;18,11733299;;
13;17,74067605;;
14;18,07057609;;
15;18,6884072;;
16;18,22039963;;
17;14,97781486;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,053185085;;
9;17,33867042;;
10;18,74759463;;
11;18,48613726;;
12;18,20454722;;
13;18,24814875;;
14;18,58509878;;
15;18,83206979;;
16;18,21605832;;
17;14,89315327;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,055801537;;
9;17,43484056;;
10;18,9353292;;
11;18,65410685;;
12;18,46208465;;
13;18,54921628;;
14;18,79425842;;
15;18,97764632;;
16;18,4162754;;
17;15,27888722;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,057170557;;
9;17,84439392;;
10;19,29493047;;
11;19,24098585;;
12;18,84633712;;
13;18,59679694;;
14;18,75886628;;
15;19,0453874;;
16;18,63265656;;
17;15,58627124;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,717578449;;
10;1,246794678;;
11;19,53690918;;
12;19,03420542;;
13;18,77595351;;
14;18,88402229;;
15;19,02011341;;
16;18,58199616;;
17;15,41818031;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,402550887;;
10;1,021894172;;
11;2,776359641;;
12;4,666596719;;
13;6,630755624;;
14;6,490639351;;
15;3,431353181;;
16;1,592019824;;
17;15,32042285;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,719730194;;
10;2,509721264;;
11;18,99256498;;
12;18,5868539;;
13;18,45947222;;
14;18,82440658;;
15;19,14904397;;
16;18,67876691;;
17;15,59446865;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,049564871;;
9;17,76253271;;
10;19,1137522;;
11;18,99242384;;
12;18,63947205;;
13;18,5891243;;
14;18,83697844;;
15;19,09523521;;
16;18,66740716;;
17;15,63694151;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,048563189;;
9;1,159317142;;
10;2,871136938;;
11;18,95123013;;
12;18,50046311;;
13;18,5317283;;
14;18,92527632;;
15;19,13726138;;
16;18,58130326;;
17;15,44974141;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;-0,015;;
9;0,734606803;;
10;1,265792837;;
11;3,1298551;;
12;6,593790745;;
13;18,29955772;;
14;18,58644948;;
15;18,7983665;;
16;18,33896081;;
17;15,28576056;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
8;0,045656709;;
9;17,68900082;;
10;19,02187257;;
11;18,71460983;;
12;18,46188128;;
13;18,54883181;;
14;18,76598347;;
15;19,03946096;;
16;18,5494099;;
17;15,6066816;;
18;-0,015;;
19;-0,015;;
20;-0,015;;
21;-0,015;;
22;-0,015;;
23;-0,015;;
0;-0,015;;
1;-0,015;;
2;-0,015;;
3;-0,015;;
4;-0,015;;
5;-0,015;;
6;-0,015;;
7;-0,015;;
